"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","13.3","16.4","19.6","-2.7","0.0",8,2011
"2","12.8","17.4","22.5","-1.6","0.0",8,2011
"3","12.7","16.2","21.4","-2.8","0.0",8,2011
"4","5.0","14.8","22.3","-4.1","0.0",8,2011
"5","7.3","15.5","23.1","-3.3","0.0",8,2011
"6","14.4","16.8","20.9","-1.9","21.7",8,2011
"7","14.3","16.4","19.1","-2.2","0.0",8,2011
"8","6.0","16.1","25.6","-2.3","0.0",8,2011
"9","11.4","20.7","28.0","+2.4","0.0",8,2011
"10","12.0","22.1","31.5","+3.9","0.0",8,2011
"11","14.5","23.0","31.3","+4.9","0.0",8,2011
"12","14.5","23.8","32.3","+5.9","0.0",8,2011
"13","15.0","23.8","33.2","+6.0","0.0",8,2011
"14","14.2","23.5","31.9","+5.8","0.0",8,2011
"15","12.4","21.2","28.6","+3.7","0.0",8,2011
"16","14.2","20.4","25.7","+3.0","0.0",8,2011
"17","11.5","17.2","22.7","0.0","0.0",8,2011
"18","9.2","15.3","20.8","-1.8","0.0",8,2011
"19","6.0","12.0","18.4","-4.9","0.0",8,2011
"20","2.3","9.5","15.5","-7.2","0.0",8,2011
"21","2.2","11.7","20.3","-4.9","0.0",8,2011
"22","4.8","13.3","21.0","-3.1","0.0",8,2011
"23","12.0","13.3","17.7","-2.9","6.7",8,2011
"24","9.0","11.9","15.5","-4.1","0.0",8,2011
"25","6.3","9.7","14.0","-6.1","0.6",8,2011
"26","0.4","8.7","16.8","-6.9","0.0",8,2011
"27","0.6","10.8","20.1","-4.6","0.1",8,2011
"28","8.2","11.6","16.0","-3.6","11.1",8,2011
"29","10.0","13.8","19.4","-1.2","0.0",8,2011
"30","8.0","16.6","26.7","+1.8","0.0",8,2011
"31","13.4","19.7","27.6","+5.1","0.0",8,2011
