"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","6.9","7.7","12.2","-2.2","7.8",5,2003
"2","4.9","9.0","13.4","-1.1","7.8",5,2003
"3","7.4","11.3","15.1","+0.9","3.8",5,2003
"4","5.6","7.7","9.6","-2.9","0.8",5,2003
"5","4.0","9.3","14.1","-1.5","0.0",5,2003
"6","8.7","12.9","18.1","+1.8","0.0",5,2003
"7","7.5","14.3","21.2","+3.0","0.0",5,2003
"8","5.8","14.3","21.8","+2.8","0.0",5,2003
"9","11.6","13.1","16.8","+1.4","14.9",5,2003
"10","9.7","12.4","16.3","+0.5","0.0",5,2003
"11","8.7","13.5","18.8","+1.3","0.0",5,2003
"12","7.2","16.8","23.6","+4.4","0.0",5,2003
"13","12.8","17.6","23.2","+5.0","2.1",5,2003
"14","11.4","16.1","22.5","+3.3","3.0",5,2003
"15","9.4","11.0","15.0","-2.0","3.1",5,2003
"16","7.4","10.2","15.6","-3.0","2.5",5,2003
"17","8.6","12.8","19.8","-0.6","3.4",5,2003
"18","9.6","13.0","18.2","-0.6","1.0",5,2003
"19","8.6","13.7","18.3","-0.1","0.1",5,2003
"20","7.0","11.6","15.3","-2.4","0.9",5,2003
"21","5.0","14.1","21.6","-0.1","0.0",5,2003
"22","7.4","16.7","23.3","+2.3","0.0",5,2003
"23","8.4","18.5","25.9","+3.9","0.0",5,2003
"24","14.1","19.7","29.0","+5.0","13.3",5,2003
"25","14.0","18.7","22.9","+3.8","0.8",5,2003
"26","12.4","14.4","21.8","-0.7","3.5",5,2003
"27","7.1","12.4","16.3","-2.9","0.0",5,2003
"28","3.6","14.2","23.1","-1.2","0.0",5,2003
"29","13.3","18.2","23.4","+2.6","0.6",5,2003
"30","10.3","14.0","19.6","-1.8","5.0",5,2003
"31","4.2","8.0","15.6","-7.9","0.1",5,2003
