"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-4.4","-0.2","3.0","-0.2","0.3",4,2007
"2","-6.0","1.9","6.4","+1.5","0.0",4,2007
"3","0.1","3.0","6.5","+2.2","0.0",4,2007
"4","1.5","3.3","5.1","+2.1","0.0",4,2007
"5","-0.4","3.6","9.0","+2.0","0.0",4,2007
"6","-2.2","3.3","8.8","+1.3","0.0",4,2007
"7","1.5","3.4","5.4","+1.0","0.5",4,2007
"8","0.5","2.8","6.4","0.0","2.0",4,2007
"9","-0.3","2.0","4.6","-1.1","0.9",4,2007
"10","-5.8","-1.1","2.5","-4.6","11.8",4,2007
"11","-4.6","1.0","6.5","-2.9","0.4",4,2007
"12","1.9","5.0","9.0","+0.8","0.0",4,2007
"13","0.5","3.2","7.1","-1.4","6.0",4,2007
"14","2.0","4.3","8.4","-0.6","0.0",4,2007
"15","-1.0","5.4","11.0","+0.1","0.0",4,2007
"16","-1.1","4.6","10.1","-1.0","0.0",4,2007
"17","0.6","4.8","9.6","-1.1","0.0",4,2007
"18","-1.2","4.9","9.6","-1.3","0.0",4,2007
"19","2.9","7.7","12.4","+1.1","0.0",4,2007
"20","0.8","5.4","10.9","-1.5","12.5",4,2007
"21","6.1","8.0","10.5","+0.8","1.9",4,2007
"22","4.2","8.6","14.8","+1.1","0.1",4,2007
"23","5.8","9.2","13.0","+1.4","0.8",4,2007
"24","5.7","7.3","11.6","-0.7","13.9",4,2007
"25","5.7","6.6","8.6","-1.7","8.0",4,2007
"26","-0.5","5.1","11.6","-3.5","6.0",4,2007
"27","0.7","7.5","14.5","-1.4","1.8",4,2007
"28","8.1","13.1","18.3","+4.0","1.1",4,2007
"29","8.2","10.4","13.6","+1.0","2.8",4,2007
"30","0.5","3.3","8.2","-6.3","9.6",4,2007
