"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-15.0","-12.6","-7.6","+0.3","1.9",1,2005
"2","-7.7","-3.9","-2.6","+9.1","1.7",1,2005
"3","-8.5","-6.0","-2.9","+7.1","0.0",1,2005
"4","-10.1","-6.5","-5.5","+6.8","0.4",1,2005
"5","-12.4","-10.0","-7.8","+3.4","3.5",1,2005
"6","-10.2","-7.7","-6.5","+5.8","0.7",1,2005
"7","-10.0","-8.0","-6.2","+5.6","0.0",1,2005
"8","-8.9","-6.8","-5.7","+6.9","0.0",1,2005
"9","-8.4","-7.2","-5.0","+6.5","0.0",1,2005
"10","-5.2","-0.2","0.8","+13.6","3.1",1,2005
"11","-0.9","-0.3","0.5","+13.6","4.3",1,2005
"12","-7.5","-4.4","-0.5","+9.6","0.7",1,2005
"13","-11.5","-9.2","-6.3","+4.8","0.4",1,2005
"14","-7.7","-5.5","-3.5","+8.6","3.3",1,2005
"15","-3.6","-3.2","-2.5","+10.9","2.3",1,2005
"16","-4.7","-3.0","-1.9","+11.2","4.8",1,2005
"17","-8.3","-6.4","-4.7","+7.8","2.4",1,2005
"18","-14.8","-10.0","-8.2","+4.2","0.6",1,2005
"19","-14.5","-10.8","-7.0","+3.4","3.0",1,2005
"20","-7.4","-5.6","-4.1","+8.7","0.0",1,2005
"21","-10.3","-7.6","-5.5","+6.7","0.0",1,2005
"22","-12.3","-11.2","-8.3","+3.1","0.3",1,2005
"23","-14.2","-11.5","-7.6","+2.8","0.0",1,2005
"24","-18.9","-14.5","-11.4","-0.3","0.0",1,2005
"25","-16.0","-12.3","-9.3","+1.9","0.0",1,2005
"26","-24.2","-20.6","-15.9","-6.4","0.0",1,2005
"27","-22.9","-20.1","-15.3","-5.9","0.0",1,2005
"28","-23.7","-18.8","-12.7","-4.7","0.0",1,2005
"29","-22.0","-16.2","-11.6","-2.1","0.0",1,2005
"30","-21.7","-17.5","-12.4","-3.5","0.0",1,2005
"31","-18.8","-16.5","-13.3","-2.5","0.0",1,2005
