"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","0.8","2.2","5.3","+3.9","4.0",11,2017
"2","-0.8","0.2","1.6","+2.2","3.0",11,2017
"3","-1.9","-1.2","-0.7","+1.2","0.2",11,2017
"4","-1.4","-1.1","-0.7","+1.6","0.0",11,2017
"5","-3.5","-1.8","0.4","+1.2","0.0",11,2017
"6","-1.5","-0.7","0.4","+2.6","1.1",11,2017
"7","0.6","1.3","3.9","+4.9","0.0",11,2017
"8","-0.6","0.5","1.6","+4.4","2.9",11,2017
"9","-0.9","-0.1","0.7","+4.1","1.0",11,2017
"10","-1.5","-1.0","-0.5","+3.5","0.3",11,2017
"11","-3.6","-2.5","-1.5","+2.3","0.0",11,2017
"12","-3.6","-2.7","-1.3","+2.4","0.2",11,2017
"13","-4.1","-3.1","-1.5","+2.3","0.0",11,2017
"14","-2.0","-0.4","1.3","+5.2","0.0",11,2017
"15","0.5","1.4","2.6","+7.3","4.6",11,2017
"16","-2.4","-1.2","0.5","+4.9","0.0",11,2017
"17","-2.4","-1.8","-0.9","+4.6","3.0",11,2017
"18","-2.6","-1.6","-0.5","+5.0","0.8",11,2017
"19","-0.5","0.3","0.9","+7.2","0.0",11,2017
"20","-0.7","0.0","0.9","+7.1","2.7",11,2017
"21","0.8","1.6","3.6","+8.9","0.7",11,2017
"22","-3.5","-0.4","2.7","+7.2","0.0",11,2017
"23","-1.7","0.8","4.1","+8.6","0.0",11,2017
"24","-3.7","-1.3","0.6","+6.7","0.0",11,2017
"25","-7.7","-5.0","-2.0","+3.2","0.0",11,2017
"26","-8.4","-5.8","-3.1","+2.6","0.0",11,2017
"27","-9.6","-5.3","-2.5","+3.3","0.0",11,2017
"28","-3.0","-2.5","-2.1","+6.2","0.0",11,2017
"29","-3.5","-3.1","-2.8","+5.8","0.0",11,2017
"30","-5.2","-4.5","-3.5","+4.6","0.0",11,2017
