"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-11.1","-8.5","-5.5","+5.4","0.2",2,2006
"2","-13.1","-11.8","-9.0","+2.0","2.7",2,2006
"3","-18.7","-15.7","-12.9","-2.0","0.9",2,2006
"4","-23.7","-20.9","-17.5","-7.2","3.0",2,2006
"5","-25.5","-23.6","-20.1","-10.0","0.0",2,2006
"6","-25.4","-21.3","-16.3","-7.8","1.8",2,2006
"7","-24.8","-20.6","-16.4","-7.3","0.3",2,2006
"8","-24.9","-19.5","-11.5","-6.3","3.5",2,2006
"9","-23.5","-22.2","-19.4","-9.1","0.5",2,2006
"10","-21.3","-17.4","-13.9","-4.4","0.4",2,2006
"11","-16.0","-13.8","-10.7","-1.0","0.0",2,2006
"12","-21.3","-15.6","-11.0","-2.9","0.0",2,2006
"13","-15.3","-8.4","-1.9","+4.1","0.4",2,2006
"14","-3.8","-2.6","-1.1","+9.7","0.0",2,2006
"15","-9.5","-6.9","-3.4","+5.3","0.3",2,2006
"16","-13.7","-11.0","-7.6","+1.0","0.0",2,2006
"17","-16.9","-12.5","-6.3","-0.7","0.0",2,2006
"18","-18.3","-11.1","-3.6","+0.5","0.0",2,2006
"19","-15.7","-11.0","-5.5","+0.4","0.0",2,2006
"20","-19.5","-13.6","-7.6","-2.4","0.0",2,2006
"21","-21.2","-14.5","-6.8","-3.5","0.0",2,2006
"22","-19.3","-13.0","-4.3","-2.3","0.0",2,2006
"23","-16.4","-10.0","-1.9","+0.5","0.0",2,2006
"24","-6.6","-5.4","-3.5","+4.8","8.1",2,2006
"25","-7.8","-6.6","-4.8","+3.4","1.2",2,2006
"26","-6.6","-5.4","-3.2","+4.3","0.2",2,2006
"27","-7.1","-5.1","-2.7","+4.4","1.2",2,2006
"28","-5.8","-4.0","-1.8","+5.2","1.3",2,2006
"29","","","","","",2,2006
