"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-0.4","7.9","16.0","+0.8","0.0",5,2010
"2","6.0","12.0","20.3","+4.7","0.0",5,2010
"3","10.0","14.6","21.4","+7.0","4.2",5,2010
"4","10.5","14.6","20.0","+6.8","0.5",5,2010
"5","11.3","18.8","27.5","+10.8","0.0",5,2010
"6","10.7","20.3","27.0","+12.1","0.0",5,2010
"7","7.6","13.1","25.6","+4.7","0.0",5,2010
"8","2.3","8.3","14.5","-0.3","0.0",5,2010
"9","1.4","11.7","22.9","+2.8","0.0",5,2010
"10","9.7","16.9","24.5","+7.8","0.0",5,2010
"11","8.5","19.0","26.5","+9.7","0.0",5,2010
"12","9.9","19.7","27.6","+10.2","0.0",5,2010
"13","10.0","19.6","29.5","+9.9","0.6",5,2010
"14","11.4","20.7","28.6","+10.8","0.0",5,2010
"15","12.2","20.0","28.1","+9.8","0.4",5,2010
"16","13.2","17.9","24.9","+7.5","0.4",5,2010
"17","3.4","8.9","18.0","-1.7","4.7",5,2010
"18","2.3","7.5","15.2","-3.3","0.7",5,2010
"19","0.9","10.1","19.0","-0.9","0.0",5,2010
"20","1.9","9.8","17.0","-1.5","0.0",5,2010
"21","2.3","12.4","21.7","+0.9","0.0",5,2010
"22","11.9","17.8","25.7","+6.1","2.9",5,2010
"23","4.8","9.1","13.8","-2.8","0.0",5,2010
"24","-0.1","9.6","17.9","-2.6","0.0",5,2010
"25","9.5","17.1","26.5","+4.7","0.0",5,2010
"26","14.4","20.7","27.6","+8.1","0.0",5,2010
"27","12.8","16.6","24.6","+3.8","3.9",5,2010
"28","10.1","12.5","16.5","-0.6","2.0",5,2010
"29","6.5","8.3","13.4","-5.0","5.8",5,2010
"30","4.3","10.4","16.1","-3.1","0.0",5,2010
"31","5.6","12.7","19.4","-1.0","0.0",5,2010
