"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-1.6","1.1","3.7","-5.5","1.0",10,2017
"2","-6.0","-1.5","2.9","-7.9","0.0",10,2017
"3","1.1","3.8","6.2","-2.4","1.0",10,2017
"4","1.7","3.0","5.0","-3.0","5.0",10,2017
"5","-0.7","1.8","4.7","-4.0","0.0",10,2017
"6","-0.1","4.3","9.6","-1.3","0.0",10,2017
"7","6.9","7.9","9.1","+2.5","1.0",10,2017
"8","7.0","8.3","10.2","+3.1","0.4",10,2017
"9","4.1","6.6","9.7","+1.7","0.0",10,2017
"10","2.4","7.7","15.4","+3.0","0.0",10,2017
"11","1.8","7.5","14.9","+3.0","0.0",10,2017
"12","5.8","8.3","10.9","+4.1","0.0",10,2017
"13","3.7","8.1","13.2","+4.1","0.3",10,2017
"14","-0.8","5.5","13.6","+1.8","0.0",10,2017
"15","2.7","7.5","10.9","+4.0","0.0",10,2017
"16","6.5","7.9","9.8","+4.7","4.0",10,2017
"17","6.5","8.7","12.0","+5.8","0.0",10,2017
"18","3.6","5.5","9.8","+2.8","7.0",10,2017
"19","3.3","4.6","7.3","+2.2","7.0",10,2017
"20","-0.9","1.2","3.3","-0.9","2.4",10,2017
"21","-1.7","-0.9","0.3","-2.7","0.0",10,2017
"22","-2.7","-1.4","0.5","-2.9","0.0",10,2017
"23","-2.3","-1.7","-0.6","-2.9","0.0",10,2017
"24","-3.6","-2.2","-1.0","-3.1","2.7",10,2017
"25","-2.2","-1.5","0.0","-2.1","0.0",10,2017
"26","-2.6","-1.6","0.3","-1.9","0.5",10,2017
"27","-4.5","-3.4","-1.5","-3.4","1.0",10,2017
"28","-6.8","-4.5","-1.4","-4.1","2.3",10,2017
"29","-11.1","-6.1","-2.1","-5.4","0.6",10,2017
"30","-3.1","2.5","5.4","+3.5","2.5",10,2017
"31","3.0","4.5","6.1","+5.9","7.0",10,2017
