"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","13.1","13.8","14.7","-0.4","31.0",9,2013
"2","12.0","15.2","19.3","+1.2","0.0",9,2013
"3","9.6","14.2","18.8","+0.4","1.0",9,2013
"4","9.5","11.5","13.1","-2.0","3.0",9,2013
"5","8.1","8.5","9.5","-4.8","22.0",9,2013
"6","8.8","10.1","12.0","-3.0","27.0",9,2013
"7","10.1","13.2","17.3","+0.3","4.0",9,2013
"8","10.8","12.9","15.2","+0.2","0.0",9,2013
"9","10.7","13.8","18.8","+1.3","0.0",9,2013
"10","9.7","12.7","15.4","+0.4","0.0",9,2013
"11","8.1","10.3","12.3","-1.8","0.0",9,2013
"12","5.9","10.0","14.8","-1.9","0.0",9,2013
"13","4.7","10.4","15.9","-1.3","3.0",9,2013
"14","10.7","11.4","12.5","-0.1","3.3",9,2013
"15","10.7","11.4","11.9","+0.1","14.6",9,2013
"16","11.9","13.2","14.2","+2.1","13.0",9,2013
"17","12.0","13.0","14.9","+2.1","8.0",9,2013
"18","12.4","14.2","18.3","+3.4","0.0",9,2013
"19","10.3","12.7","14.8","+2.1","0.0",9,2013
"20","10.3","11.2","13.8","+0.8","0.6",9,2013
"21","9.9","10.6","11.0","+0.4","19.4",9,2013
"22","9.3","10.4","13.7","+0.4","2.0",9,2013
"23","9.3","10.0","10.8","+0.1","10.0",9,2013
"24","7.3","8.7","9.8","-1.0","19.0",9,2013
"25","4.0","6.1","8.6","-3.4","1.0",9,2013
"26","2.2","4.0","6.5","-5.3","0.0",9,2013
"27","-0.8","4.5","8.4","-4.7","0.0",9,2013
"28","4.2","4.9","6.6","-4.1","1.3",9,2013
"29","2.9","4.4","7.9","-4.4","4.0",9,2013
"30","0.9","1.8","2.9","-6.9","0.0",9,2013
