"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","2.4","11.4","17.8","+1.0","0.0",5,2016
"2","5.8","14.2","21.0","+3.6","0.0",5,2016
"3","8.3","14.8","21.5","+3.9","0.0",5,2016
"4","7.6","15.1","20.6","+4.0","0.0",5,2016
"5","6.2","10.0","16.1","-1.3","1.3",5,2016
"6","6.1","14.3","21.3","+2.8","0.0",5,2016
"7","6.2","15.5","23.7","+3.8","0.0",5,2016
"8","6.7","16.2","23.8","+4.3","0.0",5,2016
"9","7.3","17.6","25.6","+5.5","0.0",5,2016
"10","9.5","16.7","23.8","+4.4","0.0",5,2016
"11","8.8","18.4","26.1","+5.9","0.0",5,2016
"12","7.1","11.3","18.7","-1.4","2.0",5,2016
"13","4.0","11.0","16.3","-1.8","0.0",5,2016
"14","2.6","12.1","18.3","-0.9","0.0",5,2016
"15","6.9","12.6","16.1","-0.6","0.0",5,2016
"16","10.4","11.5","13.2","-1.9","0.0",5,2016
"17","10.4","12.4","15.1","-1.1","0.1",5,2016
"18","12.5","13.9","14.9","+0.2","0.0",5,2016
"19","12.3","14.2","16.4","+0.4","8.3",5,2016
"20","10.3","12.8","14.6","-1.2","13.0",5,2016
"21","8.2","11.3","16.6","-2.8","4.0",5,2016
"22","10.0","11.7","16.0","-2.6","9.0",5,2016
"23","10.3","13.9","19.8","-0.5","14.0",5,2016
"24","8.1","14.5","21.3","-0.1","4.0",5,2016
"25","13.9","17.3","22.1","+2.6","4.0",5,2016
"26","9.8","17.9","25.1","+3.1","0.0",5,2016
"27","12.4","20.1","26.3","+5.2","0.0",5,2016
"28","14.6","21.7","26.5","+6.6","3.0",5,2016
"29","16.4","21.2","26.2","+6.0","0.0",5,2016
"30","15.2","21.5","26.0","+6.2","0.0",5,2016
"31","15.4","19.1","22.8","+3.7","0.0",5,2016
