"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","18.4","22.9","28.9","+9.2","0.0",9,2002
"2","14.2","18.5","23.0","+5.0","0.0",9,2002
"3","9.1","17.0","24.6","+3.7","0.0",9,2002
"4","11.3","17.6","23.8","+4.5","0.0",9,2002
"5","8.2","16.0","23.3","+3.1","0.0",9,2002
"6","11.2","17.8","24.7","+5.1","0.1",9,2002
"7","11.7","17.8","24.0","+5.4","0.0",9,2002
"8","10.3","16.7","22.2","+4.5","0.0",9,2002
"9","15.1","18.5","23.2","+6.5","0.0",9,2002
"10","11.3","16.7","22.6","+4.9","0.0",9,2002
"11","7.8","10.0","16.4","-1.6","3.7",9,2002
"12","3.0","7.9","13.2","-3.5","0.0",9,2002
"13","5.0","11.5","17.1","+0.3","0.0",9,2002
"14","7.4","12.4","18.0","+1.4","0.0",9,2002
"15","10.1","12.8","15.4","+2.0","0.0",9,2002
"16","10.6","12.2","15.6","+1.6","3.6",9,2002
"17","8.6","10.0","11.6","-0.4","18.7",9,2002
"18","7.6","9.2","10.8","-1.1","6.1",9,2002
"19","8.6","9.4","10.3","-0.7","10.3",9,2002
"20","5.4","7.3","9.4","-2.6","1.1",9,2002
"21","0.3","5.8","10.5","-3.9","0.0",9,2002
"22","6.1","8.4","11.4","-1.1","0.8",9,2002
"23","7.3","9.0","11.0","-0.3","1.9",9,2002
"24","4.0","6.6","11.3","-2.5","0.8",9,2002
"25","-1.0","5.6","13.0","-3.4","0.0",9,2002
"26","5.4","9.8","15.2","+1.0","0.0",9,2002
"27","5.4","9.4","14.2","+0.8","0.0",9,2002
"28","5.2","6.6","10.4","-1.8","31.7",9,2002
"29","5.5","7.0","10.4","-1.3","0.8",9,2002
"30","6.5","10.5","14.7","+2.4","0.0",9,2002
