"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","19.3","25.7","30.7","+7.7","8.9",8,2010
"2","20.1","28.7","36.9","+10.7","0.0",8,2010
"3","21.0","28.3","34.8","+10.4","0.3",8,2010
"4","24.4","30.2","37.2","+12.3","0.0",8,2010
"5","22.2","29.7","36.6","+11.9","0.1",8,2010
"6","23.5","29.0","37.3","+11.3","0.0",8,2010
"7","20.5","27.3","35.1","+9.7","0.0",8,2010
"8","21.3","28.0","36.1","+10.5","0.0",8,2010
"9","20.4","28.1","35.6","+10.7","0.0",8,2010
"10","19.7","27.0","34.4","+9.7","0.1",8,2010
"11","20.1","27.1","33.6","+9.9","3.7",8,2010
"12","19.7","25.8","31.1","+8.7","0.0",8,2010
"13","18.2","23.8","30.5","+6.8","3.6",8,2010
"14","17.8","24.7","31.5","+7.8","0.0",8,2010
"15","18.3","24.3","31.0","+7.5","0.0",8,2010
"16","19.8","24.1","29.2","+7.5","0.1",8,2010
"17","18.9","22.5","27.4","+6.0","0.6",8,2010
"18","18.6","25.9","33.2","+9.6","0.0",8,2010
"19","18.7","20.9","24.3","+4.7","0.0",8,2010
"20","9.3","13.3","20.1","-2.7","5.0",8,2010
"21","7.9","13.7","19.3","-2.2","0.0",8,2010
"22","8.5","15.3","20.6","-0.4","1.9",8,2010
"23","16.7","19.6","22.8","+4.1","1.9",8,2010
"24","13.6","17.4","21.8","+2.0","1.7",8,2010
"25","17.2","20.2","25.7","+5.0","1.9",8,2010
"26","12.8","15.6","18.8","+0.6","5.8",8,2010
"27","13.3","14.5","18.4","-0.3","5.1",8,2010
"28","9.6","12.7","16.1","-1.9","24.6",8,2010
"29","9.2","12.2","14.5","-2.2","2.6",8,2010
"30","7.4","9.1","12.0","-5.1","0.1",8,2010
"31","3.2","9.6","14.8","-4.4","0.0",8,2010
