"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-6.2","-1.7","-0.3","+4.3","2.1",1,2013
"2","-3.0","-0.1","1.0","+5.9","0.8",1,2013
"3","-3.0","-1.8","-0.7","+4.3","1.0",1,2013
"4","-0.9","0.2","1.1","+6.3","0.7",1,2013
"5","-2.3","-1.3","-0.4","+4.8","1.2",1,2013
"6","-5.3","-4.2","-2.3","+1.9","2.8",1,2013
"7","-6.1","-5.0","-3.6","+1.2","1.6",1,2013
"8","-8.2","-7.4","-5.6","-1.2","0.4",1,2013
"9","-13.2","-9.9","-7.8","-3.7","0.0",1,2013
"10","-12.8","-11.0","-10.1","-4.8","0.0",1,2013
"11","-13.9","-12.6","-10.7","-6.3","0.1",1,2013
"12","-13.3","-11.5","-10.3","-5.2","0.4",1,2013
"13","-14.7","-12.5","-10.2","-6.2","0.2",1,2013
"14","-10.8","-8.2","-5.3","-1.8","0.2",1,2013
"15","-7.9","-7.0","-6.4","-0.6","0.6",1,2013
"16","-9.5","-7.9","-6.9","-1.5","4.9",1,2013
"17","-10.5","-8.9","-7.2","-2.4","4.4",1,2013
"18","-12.7","-12.2","-10.5","-5.7","9.6",1,2013
"19","-16.9","-13.0","-10.1","-6.4","0.5",1,2013
"20","-18.3","-13.8","-11.5","-7.2","1.7",1,2013
"21","-13.8","-12.1","-11.1","-5.4","7.8",1,2013
"22","-16.5","-14.2","-11.8","-7.5","0.2",1,2013
"23","-16.9","-12.9","-8.4","-6.2","0.3",1,2013
"24","-14.8","-10.2","-7.3","-3.4","0.2",1,2013
"25","-14.0","-11.2","-9.5","-4.4","0.2",1,2013
"26","-16.7","-13.4","-9.6","-6.5","0.2",1,2013
"27","-16.2","-13.4","-8.3","-6.4","0.0",1,2013
"28","-16.6","-12.4","-8.8","-5.4","0.2",1,2013
"29","-8.8","-6.8","-5.1","+0.3","1.4",1,2013
"30","-5.9","-4.4","-3.0","+2.7","0.0",1,2013
"31","-4.4","-2.9","-1.5","+4.3","1.0",1,2013
