"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-15.8","-14.7","-11.9","-8.7","0.2",1,2016
"2","-18.1","-16.4","-14.2","-10.4","0.0",1,2016
"3","-17.1","-14.4","-12.4","-8.3","0.7",1,2016
"4","-19.6","-16.6","-13.2","-10.5","3.2",1,2016
"5","-19.6","-16.6","-14.1","-10.5","0.5",1,2016
"6","-17.4","-14.4","-11.8","-8.3","1.5",1,2016
"7","-13.5","-11.4","-10.4","-5.2","0.5",1,2016
"8","-12.2","-11.7","-10.8","-5.5","0.6",1,2016
"9","-14.8","-12.8","-11.8","-6.6","3.2",1,2016
"10","-15.8","-14.2","-11.5","-8.0","3.0",1,2016
"11","-20.3","-17.3","-13.7","-11.0","0.0",1,2016
"12","-17.9","-12.7","-8.5","-6.4","6.0",1,2016
"13","-8.5","-4.2","0.7","+2.1","9.0",1,2016
"14","-8.7","-4.1","-1.5","+2.3","1.6",1,2016
"15","-14.8","-11.5","-8.7","-5.1","0.3",1,2016
"16","-17.9","-11.6","-5.9","-5.2","0.2",1,2016
"17","-8.7","-5.7","-2.3","+0.8","8.0",1,2016
"18","-15.0","-10.7","-8.2","-4.2","0.0",1,2016
"19","-10.1","-8.7","-6.9","-2.1","6.0",1,2016
"20","-9.8","-9.0","-7.5","-2.4","3.0",1,2016
"21","-14.0","-11.0","-7.3","-4.3","0.0",1,2016
"22","-14.3","-12.0","-10.1","-5.3","4.0",1,2016
"23","-16.4","-14.3","-11.2","-7.6","1.3",1,2016
"24","-18.6","-15.6","-12.7","-8.8","0.6",1,2016
"25","-17.4","-13.4","-10.8","-6.6","0.0",1,2016
"26","-14.4","-10.7","-8.9","-3.8","0.4",1,2016
"27","-8.9","-4.9","-2.2","+2.1","4.0",1,2016
"28","-2.4","0.5","2.2","+7.5","7.3",1,2016
"29","0.7","1.9","2.6","+9.0","9.4",1,2016
"30","1.5","2.2","3.0","+9.3","0.8",1,2016
"31","1.5","2.8","3.9","+10.0","2.0",1,2016
