"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-3.5","-2.3","-2.0","+1.6","0.0",12,2011
"2","-2.8","-1.9","-0.5","+2.1","0.2",12,2011
"3","-0.5","1.2","2.2","+5.3","4.4",12,2011
"4","1.0","2.1","3.9","+6.3","1.5",12,2011
"5","3.6","5.1","6.3","+9.4","2.8",12,2011
"6","1.0","4.0","7.9","+8.4","1.0",12,2011
"7","-1.7","-0.1","1.4","+4.5","0.0",12,2011
"8","-2.0","-0.6","0.7","+4.1","0.0",12,2011
"9","-3.0","-1.7","-0.4","+3.1","0.4",12,2011
"10","-1.4","-0.1","1.2","+4.7","3.5",12,2011
"11","-0.2","0.6","1.2","+5.5","0.0",12,2011
"12","-0.4","0.8","2.2","+5.8","0.1",12,2011
"13","-2.2","-0.1","0.9","+5.0","2.1",12,2011
"14","0.3","1.2","1.8","+6.4","7.4",12,2011
"15","1.6","2.4","3.3","+7.7","0.2",12,2011
"16","1.8","2.8","3.7","+8.1","5.7",12,2011
"17","-0.8","1.5","2.6","+6.9","0.0",12,2011
"18","-3.5","-2.3","-0.6","+3.2","10.5",12,2011
"19","-3.3","1.4","2.5","+6.9","1.8",12,2011
"20","-2.5","-0.9","1.0","+4.7","0.4",12,2011
"21","-4.5","-3.1","-1.6","+2.6","13.4",12,2011
"22","-2.9","-2.4","-1.6","+3.3","10.3",12,2011
"23","-5.4","-4.7","-2.6","+1.1","1.5",12,2011
"24","-5.5","-4.0","-3.0","+1.8","0.1",12,2011
"25","-7.3","-6.3","-5.1","-0.5","1.0",12,2011
"26","-5.1","-1.7","3.6","+4.2","5.6",12,2011
"27","0.8","3.3","5.8","+9.2","0.2",12,2011
"28","-1.1","1.3","5.8","+7.2","0.6",12,2011
"29","-4.6","-2.2","-0.3","+3.8","0.0",12,2011
"30","-0.3","1.0","1.8","+7.0","0.0",12,2011
"31","0.5","0.9","1.8","+6.9","0.8",12,2011
