"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","9.4","13.6","19.3","+5.7","0.0",10,2003
"2","10.3","13.5","17.6","+5.7","0.5",10,2003
"3","8.3","13.9","20.0","+6.3","0.0",10,2003
"4","6.3","11.3","16.4","+3.9","0.4",10,2003
"5","7.4","10.5","13.1","+3.3","0.3",10,2003
"6","4.0","9.0","13.2","+1.9","0.7",10,2003
"7","7.6","12.4","17.8","+5.5","23.2",10,2003
"8","7.5","9.9","13.3","+3.2","0.0",10,2003
"9","7.6","11.0","15.8","+4.5","1.8",10,2003
"10","8.5","12.0","15.1","+5.7","0.8",10,2003
"11","6.7","8.4","10.5","+2.3","3.6",10,2003
"12","7.8","9.4","11.5","+3.5","2.0",10,2003
"13","6.5","7.7","9.5","+2.0","1.5",10,2003
"14","4.9","6.7","9.7","+1.2","0.0",10,2003
"15","3.5","5.8","8.5","+0.5","0.1",10,2003
"16","2.7","4.0","6.1","-1.1","0.7",10,2003
"17","3.9","5.1","7.0","+0.2","0.0",10,2003
"18","3.3","4.8","6.9","+0.1","1.4",10,2003
"19","4.0","5.0","6.4","+0.5","0.1",10,2003
"20","1.2","3.3","5.5","-1.0","0.5",10,2003
"21","1.8","3.5","5.4","-0.5","2.7",10,2003
"22","-1.1","0.0","2.0","-3.8","0.8",10,2003
"23","-1.8","-1.2","-0.4","-4.8","0.0",10,2003
"24","-3.4","-2.6","-1.7","-6.0","2.4",10,2003
"25","-4.0","-2.7","-1.3","-5.8","4.2",10,2003
"26","-1.9","-0.6","0.7","-3.5","3.0",10,2003
"27","-6.2","-3.0","-0.4","-5.6","2.0",10,2003
"28","-10.3","-5.5","-0.8","-7.9","0.0",10,2003
"29","-0.9","2.2","3.9","0.0","0.2",10,2003
"30","-0.7","2.7","6.1","+0.8","0.0",10,2003
"31","-0.7","2.5","5.7","+0.8","0.0",10,2003
