"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-7.7","-3.9","-1.3","+3.3","0.3",2,2017
"2","-13.2","-7.7","-2.0","-0.4","0.0",2,2017
"3","-13.8","-8.6","-5.1","-1.3","0.0",2,2017
"4","-13.3","-10.5","-7.3","-3.1","0.2",2,2017
"5","-10.4","-9.1","-6.7","-1.7","0.6",2,2017
"6","-16.9","-14.5","-10.4","-7.1","0.0",2,2017
"7","-23.2","-19.6","-15.4","-12.2","0.0",2,2017
"8","-21.2","-16.5","-11.7","-9.1","0.2",2,2017
"9","-12.6","-8.4","-4.4","-1.0","0.4",2,2017
"10","-4.8","-3.2","-1.8","+4.1","0.0",2,2017
"11","-3.3","-1.3","-0.1","+6.0","0.2",2,2017
"12","-6.0","-4.2","-1.0","+3.0","0.9",2,2017
"13","-9.0","-7.5","-6.0","-0.3","2.2",2,2017
"14","-6.1","-0.9","3.3","+6.2","2.6",2,2017
"15","-3.9","-2.1","1.4","+4.9","0.0",2,2017
"16","-11.3","-6.2","-2.8","+0.7","0.0",2,2017
"17","-7.1","-3.6","-0.7","+3.2","1.0",2,2017
"18","-0.8","1.2","2.7","+7.9","0.7",2,2017
"19","0.2","1.3","2.5","+7.8","0.3",2,2017
"20","0.7","2.2","3.3","+8.6","1.0",2,2017
"21","0.9","1.4","2.5","+7.7","9.0",2,2017
"22","-7.4","-2.7","1.3","+3.4","1.7",2,2017
"23","-7.4","-2.9","0.1","+3.0","5.3",2,2017
"24","-3.8","0.9","2.8","+6.6","5.0",2,2017
"25","-2.9","-0.9","2.8","+4.6","0.5",2,2017
"26","-5.9","-2.9","-0.4","+2.4","0.2",2,2017
"27","-2.1","0.6","2.7","+5.7","3.0",2,2017
"28","-1.5","1.5","4.6","+6.4","0.0",2,2017
"29","","","","","",2,2017
