"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","11.1","15.1","19.9","-2.9","0.0",8,2006
"2","7.2","15.5","22.0","-2.5","0.0",8,2006
"3","12.4","16.9","20.7","-1.0","0.1",8,2006
"4","15.0","18.0","22.8","+0.1","4.9",8,2006
"5","16.3","16.7","18.6","-1.1","12.7",8,2006
"6","14.6","17.0","20.2","-0.7","20.8",8,2006
"7","13.8","17.5","21.6","-0.1","0.0",8,2006
"8","11.9","17.3","21.7","-0.2","0.0",8,2006
"9","13.7","15.5","19.0","-1.9","1.7",8,2006
"10","12.6","13.8","16.1","-3.5","0.0",8,2006
"11","12.5","15.0","18.7","-2.2","5.5",8,2006
"12","10.6","15.1","19.3","-2.0","0.0",8,2006
"13","13.3","17.5","22.4","+0.5","0.0",8,2006
"14","13.9","19.7","26.2","+2.8","0.0",8,2006
"15","17.8","22.2","27.2","+5.4","0.0",8,2006
"16","17.0","19.0","22.4","+2.4","25.8",8,2006
"17","14.1","19.1","24.9","+2.6","0.0",8,2006
"18","13.4","20.1","26.5","+3.8","0.0",8,2006
"19","15.3","20.4","27.4","+4.2","6.1",8,2006
"20","17.3","18.6","21.6","+2.6","0.9",8,2006
"21","15.3","19.3","24.7","+3.4","0.0",8,2006
"22","13.0","18.2","23.2","+2.5","0.0",8,2006
"23","14.3","16.4","19.5","+0.9","19.0",8,2006
"24","14.5","17.6","22.2","+2.2","0.6",8,2006
"25","13.4","17.2","20.4","+2.0","6.0",8,2006
"26","15.6","17.6","21.5","+2.6","10.2",8,2006
"27","13.2","18.5","24.0","+3.7","0.2",8,2006
"28","14.6","19.3","22.4","+4.7","0.8",8,2006
"29","12.7","17.5","22.4","+3.1","0.0",8,2006
"30","15.8","17.8","20.4","+3.6","8.2",8,2006
"31","12.2","14.2","16.6","+0.2","5.8",8,2006
