"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","1.9","3.1","4.9","0.0","1.2",4,2016
"2","1.3","2.4","3.6","-0.9","2.0",4,2016
"3","1.7","4.0","6.4","+0.4","0.3",4,2016
"4","1.4","4.5","8.1","+0.7","0.0",4,2016
"5","-0.6","3.6","8.4","-0.5","0.0",4,2016
"6","-2.5","4.6","11.4","+0.2","0.0",4,2016
"7","4.5","6.0","7.6","+1.4","3.0",4,2016
"8","1.0","8.7","15.1","+3.8","0.0",4,2016
"9","4.8","11.0","17.8","+5.9","0.6",4,2016
"10","8.5","11.6","15.2","+6.2","0.0",4,2016
"11","5.7","8.1","11.6","+2.5","1.0",4,2016
"12","-0.2","7.4","14.1","+1.5","0.0",4,2016
"13","0.7","9.1","16.1","+3.0","0.0",4,2016
"14","4.5","11.2","18.9","+4.8","3.0",4,2016
"15","7.5","10.1","12.3","+3.5","1.1",4,2016
"16","1.6","3.1","7.5","-3.8","10.0",4,2016
"17","-1.2","6.7","14.3","-0.4","0.0",4,2016
"18","4.9","10.4","15.3","+3.0","0.0",4,2016
"19","3.2","8.9","12.6","+1.3","0.0",4,2016
"20","4.9","7.7","12.7","-0.1","0.8",4,2016
"21","0.2","5.2","8.9","-2.9","0.0",4,2016
"22","2.1","4.8","9.7","-3.5","2.0",4,2016
"23","1.0","5.5","10.0","-3.1","4.3",4,2016
"24","0.2","8.1","13.6","-0.7","0.0",4,2016
"25","9.0","12.6","17.7","+3.6","0.4",4,2016
"26","10.6","14.1","18.9","+4.8","2.6",4,2016
"27","11.7","12.3","13.3","+2.8","1.0",4,2016
"28","10.7","14.3","17.9","+4.6","0.3",4,2016
"29","6.6","13.5","18.1","+3.5","0.0",4,2016
"30","5.0","11.7","17.3","+1.5","0.0",4,2016
