"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-14.7","-12.5","-9.3","-5.7","1.0",1,2002
"2","-17.1","-15.4","-13.4","-8.5","0.2",1,2002
"3","-25.1","-21.5","-16.8","-14.5","0.0",1,2002
"4","-22.7","-16.3","-11.8","-9.3","2.3",1,2002
"5","-11.8","-7.0","-3.3","+0.1","0.9",1,2002
"6","-7.1","-2.3","-0.2","+4.9","1.4",1,2002
"7","-22.5","-19.0","-7.1","-11.8","0.0",1,2002
"8","-26.8","-22.5","-17.4","-15.2","0.0",1,2002
"9","-17.4","-6.7","-0.1","+0.6","4.5",1,2002
"10","-1.0","-0.4","0.3","+7.0","0.0",1,2002
"11","-1.8","0.5","1.8","+7.9","3.8",1,2002
"12","0.8","1.2","1.6","+8.7","1.0",1,2002
"13","-0.1","0.6","1.2","+8.1","0.1",1,2002
"14","-1.3","-0.5","0.9","+7.1","0.2",1,2002
"15","0.6","1.0","1.3","+8.6","0.1",1,2002
"16","0.0","0.5","1.4","+8.1","0.4",1,2002
"17","-1.7","-0.7","0.8","+6.9","0.1",1,2002
"18","-2.8","-2.5","-1.6","+5.2","0.2",1,2002
"19","-3.2","-2.5","-1.0","+5.2","0.2",1,2002
"20","-5.1","-3.9","-2.1","+3.8","0.1",1,2002
"21","-4.1","-3.1","-1.8","+4.6","0.9",1,2002
"22","-2.0","0.1","0.8","+7.9","1.1",1,2002
"23","0.7","1.6","2.7","+9.4","1.4",1,2002
"24","2.0","2.8","4.1","+10.6","2.9",1,2002
"25","1.7","2.6","3.6","+10.4","1.8",1,2002
"26","-3.0","-1.5","2.1","+6.3","3.1",1,2002
"27","-3.4","-1.4","2.4","+6.4","5.2",1,2002
"28","-8.6","-3.2","2.4","+4.6","7.1",1,2002
"29","-9.5","-3.3","1.9","+4.5","4.2",1,2002
"30","-5.8","-0.7","1.8","+7.1","3.0",1,2002
"31","-13.2","-11.4","-5.6","-3.6","0.3",1,2002
