"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-0.7","0.6","1.5","+4.5","3.6",12,2015
"2","-0.3","0.8","1.7","+4.8","0.3",12,2015
"3","-1.2","-0.9","-0.3","+3.2","0.0",12,2015
"4","-0.7","0.4","1.3","+4.6","0.0",12,2015
"5","1.1","2.9","4.8","+7.2","3.0",12,2015
"6","3.0","4.5","5.8","+8.9","0.4",12,2015
"7","4.5","6.0","7.6","+10.6","2.0",12,2015
"8","2.2","2.8","4.5","+7.5","4.0",12,2015
"9","-1.0","0.6","2.3","+5.4","0.0",12,2015
"10","-0.9","0.3","1.5","+5.1","0.0",12,2015
"11","-0.3","0.9","2.2","+5.8","0.0",12,2015
"12","-1.8","-0.8","1.0","+4.2","3.0",12,2015
"13","-2.7","0.3","1.5","+5.4","0.9",12,2015
"14","-3.1","-0.9","1.5","+4.3","0.0",12,2015
"15","-2.8","-1.3","0.4","+4.0","0.9",12,2015
"16","-4.0","-2.1","-0.6","+3.2","2.2",12,2015
"17","-9.1","-4.4","0.5","+1.0","4.0",12,2015
"18","-9.9","-4.3","-1.9","+1.2","1.3",12,2015
"19","-2.2","1.3","4.6","+6.8","9.0",12,2015
"20","2.8","3.9","4.5","+9.5","2.5",12,2015
"21","4.5","8.1","9.1","+13.8","1.3",12,2015
"22","4.9","6.2","7.9","+11.9","6.0",12,2015
"23","3.5","4.8","5.9","+10.6","0.4",12,2015
"24","4.1","5.6","9.2","+11.4","7.7",12,2015
"25","1.0","2.0","4.1","+7.8","2.3",12,2015
"26","0.4","2.3","3.6","+8.2","5.3",12,2015
"27","-3.6","-1.8","3.0","+4.1","0.8",12,2015
"28","-7.4","-5.8","-3.6","+0.1","0.0",12,2015
"29","-10.1","-8.6","-7.0","-2.6","0.0",12,2015
"30","-9.1","-6.8","-5.8","-0.8","0.5",12,2015
"31","-11.9","-9.4","-6.3","-3.4","0.9",12,2015
