"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-2.8","-1.1","1.5","+5.7","4.3",1,2004
"2","-3.5","-3.1","-2.2","+3.8","5.5",1,2004
"3","-5.6","-5.1","-3.4","+1.9","3.3",1,2004
"4","-7.9","-4.5","-0.8","+2.5","5.8",1,2004
"5","-14.9","-11.8","-7.9","-4.7","0.3",1,2004
"6","-16.6","-15.0","-12.6","-7.8","0.2",1,2004
"7","-18.2","-16.2","-14.8","-9.0","0.0",1,2004
"8","-18.8","-16.8","-13.8","-9.5","0.0",1,2004
"9","-14.6","-13.1","-10.2","-5.8","1.7",1,2004
"10","-10.3","-7.2","-5.2","+0.2","0.9",1,2004
"11","-6.1","-3.7","-1.7","+3.7","0.0",1,2004
"12","-4.7","-1.6","-0.5","+5.9","0.3",1,2004
"13","-5.3","-4.7","-3.6","+2.8","1.2",1,2004
"14","-4.9","-3.5","-1.6","+4.1","0.6",1,2004
"15","-4.4","-3.3","-1.6","+4.3","8.6",1,2004
"16","-4.6","-1.2","1.1","+6.4","1.9",1,2004
"17","-3.8","-2.7","0.1","+4.9","3.6",1,2004
"18","-3.2","-1.2","0.8","+6.5","7.2",1,2004
"19","-7.5","-2.9","1.0","+4.8","10.5",1,2004
"20","-7.6","-5.6","-3.8","+2.1","0.0",1,2004
"21","-8.9","-8.1","-6.1","-0.4","6.7",1,2004
"22","-11.3","-9.3","-8.3","-1.5","0.4",1,2004
"23","-17.1","-14.6","-11.3","-6.8","0.0",1,2004
"24","-15.2","-11.6","-8.8","-3.8","0.0",1,2004
"25","-9.5","-7.5","-5.3","+0.3","0.2",1,2004
"26","-10.2","-6.8","-1.9","+1.0","0.0",1,2004
"27","-9.5","-4.7","-1.8","+3.1","0.0",1,2004
"28","-10.1","-8.9","-7.6","-1.1","0.9",1,2004
"29","-9.4","-5.9","-2.9","+1.9","8.1",1,2004
"30","-3.2","1.5","2.4","+9.3","6.5",1,2004
"31","-2.1","0.0","1.0","+7.8","9.5",1,2004
