"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-2.7","-1.2","0.2","-3.1","0.0",11,2012
"2","0.2","1.2","2.5","-0.5","0.0",11,2012
"3","1.3","2.7","4.0","+1.3","4.8",11,2012
"4","3.7","7.5","9.7","+6.3","0.7",11,2012
"5","4.8","7.3","9.8","+6.4","3.8",11,2012
"6","6.0","8.3","10.1","+7.6","26.2",11,2012
"7","2.5","4.2","6.2","+3.7","0.6",11,2012
"8","0.8","2.1","4.0","+1.9","2.1",11,2012
"9","-0.1","2.7","6.5","+2.7","5.2",11,2012
"10","-4.4","-1.8","1.5","-1.6","0.0",11,2012
"11","-5.7","-2.3","0.9","-1.9","0.0",11,2012
"12","0.2","2.4","5.1","+3.1","0.9",11,2012
"13","2.7","4.2","5.8","+5.1","0.3",11,2012
"14","0.0","2.0","3.5","+3.1","0.6",11,2012
"15","2.5","4.3","5.4","+5.6","1.1",11,2012
"16","3.6","4.6","5.6","+6.1","1.9",11,2012
"17","3.2","3.8","4.7","+5.5","0.0",11,2012
"18","0.2","2.2","3.8","+4.0","0.0",11,2012
"19","-1.2","-0.5","0.4","+1.5","0.0",11,2012
"20","0.1","1.6","2.8","+3.8","0.0",11,2012
"21","-0.3","2.0","3.5","+4.4","0.0",11,2012
"22","2.6","3.5","4.9","+6.0","0.0",11,2012
"23","-0.1","2.2","3.7","+4.9","0.0",11,2012
"24","-4.2","-2.3","0.4","+0.6","0.0",11,2012
"25","-5.1","-4.2","-2.4","-1.2","0.0",11,2012
"26","-5.2","-2.3","-0.7","+0.9","1.5",11,2012
"27","-0.7","0.2","0.9","+3.5","0.1",11,2012
"28","-2.5","-0.7","0.9","+2.8","7.1",11,2012
"29","-4.5","-3.3","-2.4","+0.3","20.9",11,2012
"30","-5.9","-3.6","0.5","+0.1","11.5",11,2012
