"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-0.4","0.5","2.5","+5.2","9.8",3,2013
"2","-12.4","-8.0","0.3","-3.6","1.7",3,2013
"3","-18.0","-12.1","-8.1","-7.9","1.2",3,2013
"4","-11.4","-8.7","-5.3","-4.7","1.5",3,2013
"5","-19.1","-12.8","-6.7","-9.1","0.0",3,2013
"6","-16.7","-8.2","-0.5","-4.7","0.0",3,2013
"7","-5.3","-0.6","2.9","+2.6","0.0",3,2013
"8","-10.4","-7.7","-5.3","-4.7","0.0",3,2013
"9","-16.6","-8.9","-3.3","-6.1","0.0",3,2013
"10","-16.7","-9.3","-4.0","-6.8","0.0",3,2013
"11","-16.4","-10.3","-4.5","-8.0","0.0",3,2013
"12","-17.3","-9.9","-3.2","-7.9","0.0",3,2013
"13","-10.3","-8.0","-5.9","-6.2","3.7",3,2013
"14","-12.3","-5.3","0.2","-3.8","5.2",3,2013
"15","-1.6","-1.1","0.2","+0.2","25.6",3,2013
"16","-1.2","2.1","6.7","+3.1","2.8",3,2013
"17","-7.2","-5.2","0.1","-4.4","0.6",3,2013
"18","-12.1","-7.2","-2.2","-6.7","0.4",3,2013
"19","-8.4","-7.1","-5.8","-6.8","3.4",3,2013
"20","-8.5","-6.4","-3.8","-6.4","0.5",3,2013
"21","-8.5","-6.7","-4.3","-6.9","2.2",3,2013
"22","-16.0","-10.8","-6.1","-11.3","0.0",3,2013
"23","-13.9","-10.9","-7.9","-11.6","0.0",3,2013
"24","-9.6","-8.6","-7.8","-9.6","6.0",3,2013
"25","-10.0","-8.2","-6.3","-9.4","6.3",3,2013
"26","-8.6","-6.0","-2.6","-7.5","0.5",3,2013
"27","-15.4","-8.1","-2.5","-9.9","0.0",3,2013
"28","-12.3","-5.4","2.1","-7.4","0.0",3,2013
"29","-8.7","-1.6","5.3","-3.9","0.0",3,2013
"30","-9.9","-3.3","1.9","-5.8","0.7",3,2013
"31","-2.9","0.6","4.5","-2.2","4.7",3,2013
