"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","9.2","17.6","24.0","-1.0","0.0",7,2012
"2","17.2","22.0","26.4","+3.3","0.0",7,2012
"3","17.1","21.9","25.4","+3.1","0.0",7,2012
"4","18.6","23.0","26.9","+4.1","0.0",7,2012
"5","18.0","23.5","28.7","+4.6","0.0",7,2012
"6","19.3","23.6","27.6","+4.6","0.0",7,2012
"7","19.4","22.4","26.0","+3.3","0.0",7,2012
"8","14.0","21.9","27.6","+2.8","0.0",7,2012
"9","17.8","23.9","29.5","+4.7","0.0",7,2012
"10","19.6","23.8","29.0","+4.6","0.5",7,2012
"11","20.1","23.0","26.2","+3.7","0.0",7,2012
"12","19.3","24.9","30.4","+5.6","0.0",7,2012
"13","15.0","21.6","26.9","+2.2","9.7",7,2012
"14","12.7","19.0","24.9","-0.4","0.0",7,2012
"15","14.5","19.9","28.1","+0.5","4.8",7,2012
"16","16.5","19.8","24.4","+0.4","1.9",7,2012
"17","12.7","17.2","21.3","-2.2","0.0",7,2012
"18","11.1","16.8","22.3","-2.6","0.0",7,2012
"19","11.3","15.3","18.9","-4.1","4.7",7,2012
"20","11.1","15.4","21.8","-4.0","18.4",7,2012
"21","13.4","16.7","22.3","-2.7","2.1",7,2012
"22","12.2","17.5","23.4","-1.9","10.1",7,2012
"23","12.5","18.2","23.9","-1.2","0.0",7,2012
"24","15.3","19.7","24.1","+0.4","0.0",7,2012
"25","18.6","22.6","27.5","+3.3","0.0",7,2012
"26","17.3","23.1","29.0","+3.8","0.0",7,2012
"27","16.8","23.3","28.6","+4.1","0.0",7,2012
"28","16.4","21.6","26.7","+2.4","0.0",7,2012
"29","15.0","22.2","28.5","+3.1","0.0",7,2012
"30","14.7","23.2","29.7","+4.2","0.0",7,2012
"31","16.1","23.6","30.5","+4.6","0.0",7,2012
