"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","14.8","21.8","28.5","+3.5","0.0",7,2001
"2","15.8","22.1","27.5","+3.8","0.0",7,2001
"3","16.4","23.6","30.1","+5.3","0.0",7,2001
"4","17.5","21.9","26.0","+3.5","0.0",7,2001
"5","15.1","22.1","27.2","+3.7","0.0",7,2001
"6","17.0","24.0","29.8","+5.6","0.0",7,2001
"7","18.2","22.5","29.6","+4.1","26.8",7,2001
"8","16.8","21.2","26.5","+2.7","0.8",7,2001
"9","15.0","17.7","20.8","-0.8","0.0",7,2001
"10","14.4","18.0","23.0","-0.5","0.0",7,2001
"11","16.3","22.2","28.1","+3.7","0.0",7,2001
"12","17.7","20.9","25.6","+2.4","2.4",7,2001
"13","16.9","21.4","28.0","+2.9","8.8",7,2001
"14","17.1","21.9","27.0","+3.4","0.0",7,2001
"15","17.9","24.3","30.1","+5.8","0.0",7,2001
"16","19.9","24.4","31.2","+5.9","5.2",7,2001
"17","19.9","25.5","31.6","+7.0","0.0",7,2001
"18","21.0","26.9","32.6","+8.4","0.0",7,2001
"19","20.9","25.9","31.6","+7.4","0.0",7,2001
"20","20.9","26.1","32.4","+7.6","0.0",7,2001
"21","19.6","25.9","32.5","+7.4","0.0",7,2001
"22","20.8","27.2","33.4","+8.8","0.0",7,2001
"23","21.5","27.0","31.6","+8.6","0.0",7,2001
"24","16.2","22.2","29.5","+3.8","34.8",7,2001
"25","18.0","20.7","24.8","+2.4","9.8",7,2001
"26","16.1","22.6","28.2","+4.3","0.0",7,2001
"27","19.5","24.2","29.2","+5.9","0.0",7,2001
"28","19.0","23.3","27.9","+5.1","0.6",7,2001
"29","19.1","21.4","23.7","+3.2","0.0",7,2001
"30","16.6","21.6","25.9","+3.4","0.0",7,2001
"31","16.3","21.5","27.3","+3.4","0.0",7,2001
