"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-13.5","-12.2","-10.0","-4.5","4.9",2,2002
"2","-20.6","-14.0","-8.5","-6.3","1.6",2,2002
"3","-8.7","-0.2","4.2","+7.5","5.0",2,2002
"4","1.4","3.7","5.2","+11.4","0.0",2,2002
"5","0.1","2.1","4.5","+9.7","0.0",2,2002
"6","1.3","3.1","7.0","+10.7","0.0",2,2002
"7","-0.6","0.9","2.1","+8.4","0.0",2,2002
"8","1.0","1.8","3.4","+9.2","4.8",2,2002
"9","1.2","1.7","2.4","+9.1","1.5",2,2002
"10","0.8","1.8","3.0","+9.1","0.4",2,2002
"11","2.1","2.6","3.2","+9.8","4.7",2,2002
"12","1.4","2.2","3.5","+9.3","3.0",2,2002
"13","1.0","2.1","3.5","+9.2","4.7",2,2002
"14","-1.0","0.0","1.2","+7.0","0.5",2,2002
"15","-4.6","-3.2","-0.9","+3.7","0.5",2,2002
"16","-5.0","-0.6","2.8","+6.1","0.4",2,2002
"17","0.7","2.0","2.7","+8.6","1.2",2,2002
"18","1.5","2.4","4.0","+8.9","0.1",2,2002
"19","1.1","2.2","3.0","+8.6","4.4",2,2002
"20","-0.2","0.9","2.5","+7.1","0.0",2,2002
"21","-5.0","-2.0","1.5","+4.1","2.1",2,2002
"22","-6.5","-2.6","2.3","+3.3","2.5",2,2002
"23","-8.5","-5.4","-2.1","+0.4","0.0",2,2002
"24","-4.1","-0.6","2.8","+5.0","1.3",2,2002
"25","0.0","1.1","2.0","+6.6","0.9",2,2002
"26","-3.3","-1.1","0.6","+4.2","0.0",2,2002
"27","-8.7","-3.2","1.0","+1.9","1.1",2,2002
"28","0.8","2.6","3.7","+7.5","3.2",2,2002
"29","","","","","",2,2002
