"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","12.6","16.4","20.3","+0.9","9.8",6,2010
"2","15.4","19.5","26.2","+3.9","0.4",6,2010
"3","15.6","21.7","27.6","+5.9","0.0",6,2010
"4","15.4","20.0","27.5","+4.1","8.1",6,2010
"5","12.5","14.4","16.7","-1.7","9.7",6,2010
"6","8.4","14.3","19.1","-1.9","0.0",6,2010
"7","12.5","15.7","20.0","-0.6","6.2",6,2010
"8","13.9","18.6","23.6","+2.2","2.7",6,2010
"9","14.3","16.2","19.5","-0.3","0.0",6,2010
"10","9.5","14.7","19.5","-2.0","0.8",6,2010
"11","12.7","14.2","16.2","-2.6","4.4",6,2010
"12","15.6","23.1","30.3","+6.2","0.5",6,2010
"13","18.4","22.1","29.1","+5.1","4.2",6,2010
"14","13.2","15.5","19.0","-1.6","0.0",6,2010
"15","9.5","13.4","16.4","-3.8","6.9",6,2010
"16","12.7","14.1","17.2","-3.2","8.5",6,2010
"17","9.5","11.9","14.7","-5.5","0.1",6,2010
"18","7.4","13.4","18.3","-4.1","0.0",6,2010
"19","8.0","16.2","21.8","-1.3","0.0",6,2010
"20","11.6","19.2","24.5","+1.6","0.0",6,2010
"21","13.1","21.4","27.2","+3.7","0.0",6,2010
"22","15.4","23.3","29.3","+5.5","0.0",6,2010
"23","16.1","24.5","30.6","+6.7","0.0",6,2010
"24","14.6","23.6","31.2","+5.7","0.0",6,2010
"25","14.1","24.5","33.1","+6.5","0.0",6,2010
"26","15.1","25.0","33.6","+7.0","0.0",6,2010
"27","17.0","24.7","31.0","+6.6","0.0",6,2010
"28","17.3","20.3","24.4","+2.2","0.0",6,2010
"29","12.4","20.4","25.7","+2.2","0.0",6,2010
"30","13.9","20.4","25.5","+2.2","0.0",6,2010
