"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","15.1","20.3","26.5","+2.3","0.0",8,2009
"2","15.5","17.9","22.0","-0.1","25.9",8,2009
"3","12.9","17.6","22.7","-0.3","0.1",8,2009
"4","13.7","15.5","17.8","-2.4","4.5",8,2009
"5","13.5","17.0","21.4","-0.8","0.0",8,2009
"6","9.4","15.7","21.1","-2.0","0.0",8,2009
"7","9.7","14.3","17.4","-3.3","0.0",8,2009
"8","8.9","13.9","19.3","-3.6","0.3",8,2009
"9","9.0","12.7","16.7","-4.7","0.0",8,2009
"10","7.0","14.4","21.6","-2.9","0.0",8,2009
"11","10.7","17.7","24.2","+0.5","0.0",8,2009
"12","12.5","18.8","24.4","+1.7","0.0",8,2009
"13","11.3","18.5","25.5","+1.5","0.0",8,2009
"14","12.6","15.1","18.4","-1.8","10.7",8,2009
"15","12.3","13.4","15.5","-3.4","3.9",8,2009
"16","10.1","15.3","20.7","-1.3","1.7",8,2009
"17","15.1","19.2","26.2","+2.7","0.0",8,2009
"18","15.9","19.7","26.1","+3.4","15.7",8,2009
"19","13.6","16.6","19.5","+0.4","6.1",8,2009
"20","11.4","12.7","16.1","-3.3","0.0",8,2009
"21","10.0","11.2","12.4","-4.7","0.2",8,2009
"22","11.0","13.9","17.2","-1.8","0.0",8,2009
"23","13.1","14.5","16.2","-1.0","0.0",8,2009
"24","8.9","13.5","19.6","-1.9","9.5",8,2009
"25","12.1","13.6","17.7","-1.6","3.0",8,2009
"26","8.1","13.9","19.4","-1.1","0.0",8,2009
"27","8.9","15.0","21.4","+0.2","0.0",8,2009
"28","15.2","16.6","18.7","+2.0","4.7",8,2009
"29","11.5","15.1","20.5","+0.7","0.0",8,2009
"30","10.3","16.2","21.6","+2.0","0.0",8,2009
"31","13.5","15.4","18.2","+1.4","0.1",8,2009
