"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","16.9","22.1","26.5","+4.1","0.0",8,2005
"2","18.5","22.5","27.1","+4.5","0.1",8,2005
"3","15.1","20.2","25.1","+2.3","0.0",8,2005
"4","12.6","18.2","23.3","+0.3","0.0",8,2005
"5","12.4","19.5","26.5","+1.7","0.0",8,2005
"6","13.1","20.6","27.5","+2.9","0.0",8,2005
"7","14.3","20.5","25.9","+2.9","0.0",8,2005
"8","13.5","20.9","26.9","+3.4","0.0",8,2005
"9","17.9","22.1","28.5","+4.7","3.6",8,2005
"10","13.0","19.0","25.0","+1.7","0.0",8,2005
"11","11.3","15.0","19.1","-2.2","10.8",8,2005
"12","11.2","17.7","24.1","+0.6","0.0",8,2005
"13","14.6","18.5","24.8","+1.5","2.3",8,2005
"14","13.4","17.9","23.6","+1.0","0.0",8,2005
"15","12.2","17.8","23.2","+1.0","1.9",8,2005
"16","12.7","18.1","24.6","+1.5","0.0",8,2005
"17","13.9","18.7","24.0","+2.2","0.0",8,2005
"18","12.4","17.0","21.7","+0.7","0.0",8,2005
"19","10.5","13.9","17.0","-2.3","0.0",8,2005
"20","7.0","13.4","19.5","-2.6","0.0",8,2005
"21","8.4","15.9","23.6","0.0","0.0",8,2005
"22","10.7","16.8","23.2","+1.1","0.0",8,2005
"23","13.5","17.5","22.0","+2.0","0.0",8,2005
"24","10.7","16.0","20.7","+0.6","0.0",8,2005
"25","7.8","14.7","20.8","-0.5","0.0",8,2005
"26","7.0","15.2","22.6","+0.2","0.0",8,2005
"27","9.0","17.1","23.1","+2.3","0.0",8,2005
"28","14.8","17.4","22.1","+2.8","0.4",8,2005
"29","10.4","14.8","20.7","+0.4","3.0",8,2005
"30","9.0","15.0","20.6","+0.8","3.8",8,2005
"31","11.2","12.8","18.0","-1.2","2.8",8,2005
