"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-0.5","1.4","3.1","+8.6","12.0",2,2015
"2","-3.5","-1.7","1.0","+5.6","0.0",2,2015
"3","-6.5","-4.1","-2.2","+3.2","7.0",2,2015
"4","-4.8","-4.4","-3.4","+3.0","0.5",2,2015
"5","-6.5","-5.4","-4.7","+2.0","1.3",2,2015
"6","-9.8","-8.7","-6.5","-1.3","0.0",2,2015
"7","-9.0","-5.3","-2.2","+2.1","2.3",2,2015
"8","-7.4","-2.3","0.2","+5.1","3.6",2,2015
"9","-7.3","-4.9","-2.0","+2.5","1.1",2,2015
"10","-14.2","-8.4","-5.0","-1.1","0.0",2,2015
"11","-6.7","-3.3","-1.0","+4.0","0.0",2,2015
"12","-1.0","0.3","2.0","+7.5","0.0",2,2015
"13","-0.7","0.2","1.0","+7.4","0.0",2,2015
"14","-3.0","-1.9","-0.2","+5.2","0.0",2,2015
"15","-6.1","-3.5","-0.8","+3.5","1.0",2,2015
"16","-12.1","-8.2","-4.8","-1.3","0.0",2,2015
"17","-12.0","-6.4","-1.4","+0.4","0.0",2,2015
"18","-10.2","-4.3","1.3","+2.4","0.5",2,2015
"19","-4.0","-2.6","-0.5","+3.9","0.6",2,2015
"20","-2.2","0.9","2.7","+7.3","0.0",2,2015
"21","-0.6","1.5","3.5","+7.8","0.0",2,2015
"22","0.6","2.2","4.0","+8.3","4.0",2,2015
"23","0.1","1.4","2.5","+7.3","0.4",2,2015
"24","1.1","2.7","5.6","+8.4","0.0",2,2015
"25","-1.9","0.9","4.3","+6.4","0.0",2,2015
"26","-1.0","1.2","3.9","+6.5","0.0",2,2015
"27","-1.1","-0.1","0.9","+5.0","0.0",2,2015
"28","0.4","1.9","2.9","+6.8","4.1",2,2015
"29","","","","","",2,2015
