"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","11.0","15.3","21.2","+1.6","0.0",9,2009
"2","10.0","16.8","24.1","+3.3","0.0",9,2009
"3","12.8","18.7","24.8","+5.4","0.0",9,2009
"4","8.7","16.4","24.5","+3.3","0.0",9,2009
"5","11.0","18.2","25.0","+5.3","0.0",9,2009
"6","13.8","16.5","19.4","+3.8","3.0",9,2009
"7","13.5","15.3","17.3","+2.9","0.0",9,2009
"8","12.6","15.0","18.5","+2.8","0.9",9,2009
"9","10.9","15.8","22.3","+3.8","0.0",9,2009
"10","9.4","16.0","22.8","+4.2","0.0",9,2009
"11","11.2","15.6","21.6","+4.0","0.0",9,2009
"12","10.6","14.3","19.0","+2.9","6.1",9,2009
"13","9.5","14.3","19.7","+3.1","0.0",9,2009
"14","8.9","14.9","22.3","+3.9","0.0",9,2009
"15","12.2","15.2","20.4","+4.4","0.0",9,2009
"16","6.9","13.6","21.1","+3.0","0.0",9,2009
"17","10.5","14.9","20.7","+4.5","5.6",9,2009
"18","8.1","10.5","14.4","+0.2","6.3",9,2009
"19","3.2","8.8","13.2","-1.3","0.0",9,2009
"20","10.1","12.0","15.6","+2.1","0.2",9,2009
"21","11.0","14.3","18.5","+4.6","0.0",9,2009
"22","10.6","14.2","19.0","+4.7","0.0",9,2009
"23","9.0","12.7","16.6","+3.4","0.3",9,2009
"24","11.5","13.5","15.9","+4.4","0.0",9,2009
"25","6.6","9.3","12.5","+0.3","11.3",9,2009
"26","7.0","8.8","11.8","0.0","1.9",9,2009
"27","7.8","11.3","14.7","+2.7","0.4",9,2009
"28","11.5","12.4","13.6","+4.0","0.1",9,2009
"29","10.2","12.1","13.7","+3.8","3.8",9,2009
"30","3.7","6.9","10.7","-1.2","2.8",9,2009
