"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","13.8","19.3","23.5","+1.3","0.0",8,2003
"2","15.8","22.1","26.8","+4.1","0.0",8,2003
"3","14.9","22.3","28.1","+4.4","0.0",8,2003
"4","15.0","23.0","29.6","+5.1","0.0",8,2003
"5","16.1","22.6","29.3","+4.8","0.0",8,2003
"6","16.1","18.9","22.4","+1.2","3.9",8,2003
"7","11.6","17.7","22.0","+0.1","0.0",8,2003
"8","13.6","17.5","21.5","0.0","0.9",8,2003
"9","12.8","15.9","20.7","-1.5","2.5",8,2003
"10","10.5","16.0","21.5","-1.3","0.0",8,2003
"11","13.3","17.7","22.4","+0.5","11.8",8,2003
"12","15.3","17.5","21.6","+0.4","4.9",8,2003
"13","14.0","15.9","18.0","-1.1","58.5",8,2003
"14","14.2","15.4","18.0","-1.5","5.2",8,2003
"15","12.6","18.1","24.7","+1.3","0.0",8,2003
"16","14.8","18.3","23.5","+1.7","4.7",8,2003
"17","12.8","16.1","20.5","-0.4","1.0",8,2003
"18","13.1","15.7","20.4","-0.6","0.3",8,2003
"19","13.0","15.8","21.0","-0.4","2.4",8,2003
"20","9.2","16.2","21.4","+0.2","0.0",8,2003
"21","14.4","15.8","18.0","-0.1","6.1",8,2003
"22","11.0","15.4","20.8","-0.3","0.9",8,2003
"23","11.7","15.9","19.6","+0.4","0.6",8,2003
"24","13.3","16.9","21.4","+1.5","3.4",8,2003
"25","12.8","14.3","17.0","-0.9","4.8",8,2003
"26","12.8","14.6","17.5","-0.4","13.7",8,2003
"27","11.0","13.8","16.7","-1.0","4.0",8,2003
"28","12.1","13.1","15.1","-1.5","5.3",8,2003
"29","9.6","12.9","17.0","-1.5","0.0",8,2003
"30","8.6","13.8","20.1","-0.4","8.7",8,2003
"31","13.3","16.9","21.0","+2.9","1.0",8,2003
