"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","8.9","14.7","21.8","+4.3","3.0",5,2018
"2","11.7","19.5","27.9","+8.9","3.0",5,2018
"3","12.3","18.7","23.5","+7.8","0.0",5,2018
"4","10.0","15.3","21.7","+4.2","2.0",5,2018
"5","13.9","18.8","25.3","+7.5","1.0",5,2018
"6","12.3","14.3","21.5","+2.8","2.0",5,2018
"7","9.5","14.9","21.4","+3.2","0.0",5,2018
"8","7.5","16.6","24.2","+4.7","0.0",5,2018
"9","11.7","14.7","18.4","+2.6","0.0",5,2018
"10","6.0","10.8","15.2","-1.5","0.0",5,2018
"11","4.0","13.0","19.7","+0.5","0.0",5,2018
"12","11.8","19.2","25.7","+6.5","0.0",5,2018
"13","9.5","18.4","25.5","+5.6","0.0",5,2018
"14","8.8","18.8","27.0","+5.8","0.0",5,2018
"15","10.1","16.4","21.5","+3.2","10.0",5,2018
"16","10.9","17.5","23.5","+4.1","0.0",5,2018
"17","14.4","20.5","26.6","+7.0","0.0",5,2018
"18","14.3","19.1","26.1","+5.4","9.0",5,2018
"19","13.0","15.1","17.6","+1.3","16.0",5,2018
"20","9.8","10.8","13.0","-3.2","14.0",5,2018
"21","5.3","14.0","20.6","-0.1","0.0",5,2018
"22","7.2","14.8","21.8","+0.5","0.0",5,2018
"23","11.9","17.9","23.7","+3.5","0.0",5,2018
"24","10.7","17.7","23.1","+3.1","0.0",5,2018
"25","12.3","15.8","18.5","+1.1","0.0",5,2018
"26","7.4","15.0","20.7","+0.2","0.0",5,2018
"27","10.7","17.8","23.1","+2.9","0.0",5,2018
"28","11.8","15.1","20.2","0.0","0.1",5,2018
"29","5.9","15.2","23.2","0.0","0.0",5,2018
"30","14.6","19.8","23.8","+4.5","0.0",5,2018
"31","8.1","11.4","19.4","-4.0","0.0",5,2018
