"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","11.7","18.7","23.8","+0.4","1.0",7,2008
"2","14.4","18.7","23.5","+0.4","5.4",7,2008
"3","14.8","19.0","24.4","+0.7","5.6",7,2008
"4","12.5","18.3","22.7","-0.1","0.0",7,2008
"5","13.4","18.0","23.6","-0.4","19.1",7,2008
"6","12.8","15.3","17.4","-3.1","24.0",7,2008
"7","9.0","15.6","21.3","-2.8","0.0",7,2008
"8","15.2","20.6","25.4","+2.1","0.0",7,2008
"9","16.7","18.9","22.4","+0.4","0.3",7,2008
"10","11.6","18.7","24.0","+0.2","0.0",7,2008
"11","14.6","16.3","21.0","-2.2","20.3",7,2008
"12","16.0","20.0","24.9","+1.5","0.0",7,2008
"13","13.0","22.0","28.8","+3.5","0.0",7,2008
"14","18.2","24.6","30.7","+6.1","0.0",7,2008
"15","20.2","25.4","30.4","+6.9","0.0",7,2008
"16","18.0","22.5","29.6","+4.0","50.8",7,2008
"17","17.2","21.9","27.7","+3.4","2.0",7,2008
"18","19.0","21.5","24.2","+3.0","14.8",7,2008
"19","18.2","21.6","26.6","+3.1","12.4",7,2008
"20","18.8","20.5","25.7","+2.0","12.2",7,2008
"21","17.0","19.7","25.4","+1.2","0.0",7,2008
"22","14.6","20.6","26.5","+2.2","3.5",7,2008
"23","14.0","19.9","25.4","+1.5","0.0",7,2008
"24","14.4","21.3","26.0","+2.9","0.0",7,2008
"25","15.5","21.2","26.1","+2.9","0.0",7,2008
"26","15.5","20.1","23.8","+1.8","0.0",7,2008
"27","13.2","17.4","21.3","-0.9","0.0",7,2008
"28","10.7","13.9","18.4","-4.3","0.0",7,2008
"29","10.6","13.4","16.1","-4.8","1.1",7,2008
"30","10.8","13.2","17.4","-5.0","6.3",7,2008
"31","10.6","14.3","19.4","-3.8","2.2",7,2008
