"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","3.5","8.1","12.0","+5.5","0.0",4,2010
"2","4.0","9.0","14.4","+6.1","0.0",4,2010
"3","2.4","8.2","13.7","+5.1","0.0",4,2010
"4","2.7","7.9","13.2","+4.5","0.0",4,2010
"5","3.5","7.7","11.0","+4.0","1.0",4,2010
"6","2.9","8.7","15.2","+4.7","0.0",4,2010
"7","0.8","9.3","17.0","+5.1","0.0",4,2010
"8","3.5","10.6","16.3","+6.1","0.0",4,2010
"9","2.1","7.9","15.7","+3.2","0.0",4,2010
"10","0.0","8.0","14.5","+3.0","0.0",4,2010
"11","-1.3","8.0","16.2","+2.7","0.0",4,2010
"12","2.7","7.2","11.0","+1.7","0.0",4,2010
"13","-1.5","5.3","10.6","-0.5","0.0",4,2010
"14","-0.8","8.0","15.2","+2.0","0.0",4,2010
"15","3.8","8.4","13.2","+2.1","0.0",4,2010
"16","3.4","9.7","17.0","+3.2","0.4",4,2010
"17","4.5","9.9","14.5","+3.2","0.6",4,2010
"18","6.0","8.6","11.5","+1.6","0.0",4,2010
"19","5.2","12.1","18.4","+4.9","0.0",4,2010
"20","8.2","10.9","16.0","+3.4","2.6",4,2010
"21","7.2","10.6","16.6","+2.9","1.6",4,2010
"22","9.5","10.5","13.1","+2.6","2.1",4,2010
"23","3.2","5.8","9.6","-2.4","9.8",4,2010
"24","3.0","7.0","11.5","-1.4","0.7",4,2010
"25","1.9","4.1","9.4","-4.5","6.5",4,2010
"26","-0.4","3.4","8.1","-5.4","0.0",4,2010
"27","-0.7","6.7","13.7","-2.4","0.0",4,2010
"28","2.0","8.5","15.0","-0.8","1.9",4,2010
"29","5.0","8.6","12.7","-0.9","2.2",4,2010
"30","6.8","10.6","14.1","+0.9","1.3",4,2010
