"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","13.2","19.5","24.8","+9.1","0.0",5,2017
"2","13.9","19.1","25.6","+8.5","0.0",5,2017
"3","6.5","11.0","15.5","+0.1","0.0",5,2017
"4","3.8","8.2","11.9","-2.9","0.0",5,2017
"5","-0.1","8.9","15.2","-2.4","0.0",5,2017
"6","8.2","13.5","19.9","+2.0","0.0",5,2017
"7","2.7","7.2","10.7","-4.5","0.4",5,2017
"8","0.8","3.2","9.0","-8.7","28.0",5,2017
"9","0.7","2.5","4.6","-9.6","8.5",5,2017
"10","0.8","3.7","7.3","-8.6","2.0",5,2017
"11","-1.1","2.4","7.3","-10.1","8.4",5,2017
"12","-0.1","3.7","7.9","-9.0","6.0",5,2017
"13","0.2","7.0","13.1","-5.8","0.0",5,2017
"14","0.9","8.5","15.0","-4.5","0.0",5,2017
"15","0.3","10.4","17.6","-2.8","0.0",5,2017
"16","4.6","9.2","14.5","-4.2","11.0",5,2017
"17","4.2","7.0","9.8","-6.5","4.0",5,2017
"18","6.4","12.0","20.0","-1.7","0.0",5,2017
"19","6.1","14.1","21.5","+0.3","0.0",5,2017
"20","8.7","16.3","23.3","+2.3","0.0",5,2017
"21","10.1","12.2","18.3","-1.9","0.0",5,2017
"22","4.7","10.0","14.9","-4.3","0.0",5,2017
"23","6.3","14.1","21.2","-0.3","0.0",5,2017
"24","8.2","16.3","23.7","+1.7","2.0",5,2017
"25","13.2","15.6","20.5","+0.9","3.0",5,2017
"26","12.1","15.8","21.4","+1.0","0.0",5,2017
"27","9.1","12.7","17.7","-2.2","0.0",5,2017
"28","6.6","9.7","13.9","-5.4","4.0",5,2017
"29","8.0","15.6","25.9","+0.4","6.0",5,2017
"30","12.0","14.2","16.9","-1.1","0.0",5,2017
"31","7.2","13.9","19.9","-1.5","0.9",5,2017
