"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","2.0","6.7","9.8","-3.2","0.0",5,2007
"2","-1.8","4.5","9.5","-5.6","0.0",5,2007
"3","-0.1","4.6","7.8","-5.8","0.1",5,2007
"4","1.4","5.4","9.7","-5.2","0.0",5,2007
"5","1.8","4.1","7.0","-6.7","0.4",5,2007
"6","-2.0","6.3","13.0","-4.7","0.0",5,2007
"7","4.2","10.8","18.4","-0.4","2.6",5,2007
"8","7.2","11.6","16.4","+0.2","4.7",5,2007
"9","9.2","12.0","16.2","+0.4","0.8",5,2007
"10","5.0","11.7","17.5","-0.1","0.5",5,2007
"11","4.3","10.7","14.8","-1.3","0.3",5,2007
"12","7.0","9.3","12.1","-2.8","13.4",5,2007
"13","5.0","10.8","15.5","-1.5","0.6",5,2007
"14","6.2","12.4","18.6","-0.1","0.0",5,2007
"15","5.0","14.8","22.3","+2.1","0.0",5,2007
"16","15.3","21.6","28.4","+8.7","0.0",5,2007
"17","14.0","17.3","22.8","+4.2","4.2",5,2007
"18","13.0","19.6","26.4","+6.4","1.1",5,2007
"19","14.2","21.4","28.4","+8.0","0.0",5,2007
"20","16.0","20.6","25.8","+7.0","0.0",5,2007
"21","12.5","21.1","27.6","+7.3","0.0",5,2007
"22","14.5","22.6","29.4","+8.7","0.5",5,2007
"23","15.2","22.2","29.6","+8.1","1.7",5,2007
"24","15.7","19.1","22.7","+4.8","3.1",5,2007
"25","9.9","18.2","24.6","+3.8","0.0",5,2007
"26","12.5","22.1","28.8","+7.5","0.0",5,2007
"27","17.0","24.4","31.1","+9.7","0.0",5,2007
"28","18.8","27.0","33.2","+12.1","0.0",5,2007
"29","20.4","26.9","32.5","+11.8","0.0",5,2007
"30","18.9","26.3","32.2","+11.1","0.0",5,2007
"31","19.4","26.0","31.7","+10.6","0.0",5,2007
