"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","2.7","3.7","4.4","+7.6","0.0",12,2009
"2","4.4","7.5","9.0","+11.5","0.0",12,2009
"3","7.7","8.3","9.0","+12.4","0.4",12,2009
"4","3.7","5.0","8.0","+9.2","0.0",12,2009
"5","-2.9","-0.7","4.0","+3.6","0.2",12,2009
"6","-5.3","-4.6","-2.9","-0.2","0.0",12,2009
"7","-6.5","-5.3","-4.5","-0.7","5.7",12,2009
"8","-8.8","-6.8","-5.2","-2.1","1.9",12,2009
"9","-5.5","-3.8","-3.2","+1.0","0.3",12,2009
"10","-4.8","-4.0","-3.5","+0.9","1.1",12,2009
"11","-6.7","-5.9","-4.8","-0.9","0.2",12,2009
"12","-8.8","-7.5","-6.5","-2.4","0.0",12,2009
"13","-10.3","-7.6","-3.8","-2.4","0.2",12,2009
"14","-20.7","-14.8","-3.7","-9.5","0.9",12,2009
"15","-25.2","-23.2","-20.7","-17.9","0.0",12,2009
"16","-26.0","-22.6","-19.7","-17.2","0.0",12,2009
"17","-22.6","-19.2","-15.5","-13.7","0.0",12,2009
"18","-20.5","-17.7","-13.3","-12.1","0.0",12,2009
"19","-19.0","-15.8","-13.5","-10.1","0.0",12,2009
"20","-17.7","-15.3","-12.0","-9.5","2.7",12,2009
"21","-12.3","-9.2","-5.5","-3.3","10.1",12,2009
"22","-16.4","-13.8","-10.4","-7.8","0.0",12,2009
"23","-13.2","-6.5","1.8","-0.4","0.3",12,2009
"24","-4.8","-0.7","2.0","+5.5","2.1",12,2009
"25","-5.2","-2.3","0.4","+3.9","0.0",12,2009
"26","-1.5","0.9","3.4","+7.2","8.3",12,2009
"27","0.8","1.5","2.8","+7.9","1.1",12,2009
"28","-5.2","-1.7","1.0","+4.8","0.0",12,2009
"29","-8.5","-6.0","-2.5","+0.6","6.4",12,2009
"30","-11.8","-5.5","-0.8","+1.2","9.8",12,2009
"31","-12.3","-8.6","-5.3","-1.9","4.1",12,2009
