"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-16.7","-10.3","-5.2","-5.6","0.0",3,2011
"2","-17.1","-9.0","-1.7","-4.6","0.0",3,2011
"3","-5.8","-4.2","-2.0","0.0","0.7",3,2011
"4","-3.0","-1.3","1.6","+2.7","0.0",3,2011
"5","-2.5","-1.2","0.4","+2.5","3.4",3,2011
"6","-5.2","-3.3","-0.8","+0.2","1.7",3,2011
"7","-7.5","-5.8","-3.5","-2.6","0.0",3,2011
"8","-13.9","-6.1","1.1","-3.1","0.0",3,2011
"9","-5.0","-0.2","4.6","+2.6","0.0",3,2011
"10","-6.5","-2.1","2.6","+0.4","0.0",3,2011
"11","-9.1","-5.6","-1.7","-3.3","0.0",3,2011
"12","-7.8","-3.5","1.5","-1.5","2.6",3,2011
"13","-5.9","0.4","6.6","+2.2","0.2",3,2011
"14","0.3","3.7","7.7","+5.2","0.0",3,2011
"15","-0.1","2.3","3.9","+3.6","0.3",3,2011
"16","-2.3","-1.4","0.0","-0.4","0.0",3,2011
"17","-6.1","-1.6","2.5","-0.8","0.0",3,2011
"18","-0.3","0.9","2.2","+1.4","0.0",3,2011
"19","-1.4","0.2","1.3","+0.5","0.7",3,2011
"20","-3.0","0.0","2.6","0.0","0.6",3,2011
"21","-2.0","-0.1","1.7","-0.3","1.6",3,2011
"22","-7.1","-0.4","4.9","-0.9","0.0",3,2011
"23","0.3","1.9","4.2","+1.2","3.5",3,2011
"24","-3.2","-1.2","2.0","-2.2","1.1",3,2011
"25","-6.6","-4.1","-0.6","-5.3","0.8",3,2011
"26","-7.3","-5.1","-2.8","-6.6","0.2",3,2011
"27","-8.0","-4.0","-0.4","-5.8","0.0",3,2011
"28","-5.4","-0.8","4.0","-2.8","0.0",3,2011
"29","-2.2","0.4","4.1","-1.9","1.4",3,2011
"30","-4.2","-0.4","3.4","-2.9","2.4",3,2011
"31","-2.7","-0.9","0.8","-3.7","0.0",3,2011
