"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-10.6","-8.1","-5.6","-4.2","1.8",12,2016
"2","-5.8","-5.4","-5.0","-1.4","2.9",12,2016
"3","-6.0","-4.1","-2.8","0.0","2.8",12,2016
"4","-6.0","-5.4","-4.8","-1.2","1.3",12,2016
"5","-9.1","-5.8","-0.9","-1.5","7.5",12,2016
"6","-11.3","-6.4","1.1","-2.0","1.5",12,2016
"7","-14.4","-11.9","-9.0","-7.3","0.5",12,2016
"8","-9.0","-4.9","-3.2","-0.2","7.0",12,2016
"9","-8.1","-5.0","-1.3","-0.2","0.2",12,2016
"10","-5.9","-2.7","0.6","+2.1","0.8",12,2016
"11","-7.9","-6.5","-5.6","-1.6","0.6",12,2016
"12","-10.6","-8.9","-7.9","-3.9","0.0",12,2016
"13","-14.3","-12.2","-9.7","-7.1","0.3",12,2016
"14","-17.0","-11.1","-7.2","-5.9","3.0",12,2016
"15","-10.9","-9.4","-7.4","-4.1","0.6",12,2016
"16","-18.9","-13.9","-9.2","-8.6","0.3",12,2016
"17","-10.0","-7.0","-3.8","-1.6","0.1",12,2016
"18","-3.8","-1.5","0.4","+4.0","0.1",12,2016
"19","-2.2","-1.4","-0.7","+4.1","1.0",12,2016
"20","-6.4","-4.3","-1.7","+1.3","0.0",12,2016
"21","-4.3","-0.6","0.7","+5.1","3.4",12,2016
"22","-1.1","-0.4","0.1","+5.3","0.0",12,2016
"23","-1.8","-1.4","-0.5","+4.4","0.5",12,2016
"24","-1.7","-0.3","1.2","+5.5","0.2",12,2016
"25","-1.1","-0.6","0.4","+5.2","0.8",12,2016
"26","-1.6","-0.6","0.6","+5.3","1.2",12,2016
"27","0.1","0.7","1.3","+6.6","7.4",12,2016
"28","-1.2","-0.2","1.2","+5.7","0.0",12,2016
"29","-3.0","-1.3","-0.3","+4.7","0.2",12,2016
"30","-3.9","-2.4","-1.1","+3.6","0.0",12,2016
"31","-1.3","0.0","0.6","+6.0","0.8",12,2016
