"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","4.2","5.1","7.9","-3.4","0.0",10,2017
"2","3.8","4.1","4.7","-4.3","0.0",10,2017
"3","3.6","4.5","5.3","-3.7","0.0",10,2017
"4","2.2","6.0","10.4","-2.0","2.0",10,2017
"5","7.2","8.7","9.6","+0.9","12.0",10,2017
"6","6.6","7.2","8.3","-0.5","9.0",10,2017
"7","5.1","8.1","10.6","+0.6","0.6",10,2017
"8","5.3","8.6","12.1","+1.3","0.0",10,2017
"9","5.3","11.4","15.0","+4.3","6.0",10,2017
"10","7.1","9.2","12.6","+2.3","1.3",10,2017
"11","4.7","7.4","8.7","+0.7","0.0",10,2017
"12","5.4","7.3","9.0","+0.8","7.0",10,2017
"13","7.1","8.8","11.5","+2.4","6.0",10,2017
"14","5.4","6.8","8.3","+0.7","2.9",10,2017
"15","4.3","4.9","5.8","-1.0","4.0",10,2017
"16","3.9","5.0","6.5","-0.7","0.0",10,2017
"17","4.8","8.1","11.3","+2.6","0.7",10,2017
"18","6.5","11.1","14.7","+5.8","0.0",10,2017
"19","5.3","7.1","11.4","+2.0","1.0",10,2017
"20","2.6","4.4","7.1","-0.5","0.6",10,2017
"21","0.3","2.4","4.0","-2.2","0.0",10,2017
"22","-3.6","-0.2","2.8","-4.6","0.5",10,2017
"23","-0.6","0.5","2.1","-3.7","0.6",10,2017
"24","-3.8","-1.0","0.8","-4.9","0.0",10,2017
"25","-3.6","-0.4","1.0","-4.1","0.0",10,2017
"26","-3.9","-1.7","0.4","-5.2","0.1",10,2017
"27","-0.8","-0.1","0.3","-3.3","1.5",10,2017
"28","-0.2","1.1","2.8","-1.9","2.0",10,2017
"29","2.6","4.0","5.7","+1.3","1.0",10,2017
"30","4.8","5.3","6.0","+2.8","10.0",10,2017
"31","0.8","2.7","5.3","+0.5","23.0",10,2017
