"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","5.6","13.9","21.0","+4.0","3.4",5,2003
"2","8.9","12.5","16.2","+2.4","3.2",5,2003
"3","6.2","11.1","16.8","+0.7","0.0",5,2003
"4","5.0","9.3","12.7","-1.3","13.2",5,2003
"5","3.3","7.7","12.7","-3.1","9.7",5,2003
"6","2.7","11.1","17.9","+0.1","0.0",5,2003
"7","5.2","16.0","24.6","+4.8","0.0",5,2003
"8","10.4","13.4","20.1","+2.0","3.4",5,2003
"9","4.7","12.9","19.3","+1.3","0.0",5,2003
"10","10.4","16.6","22.6","+4.8","0.0",5,2003
"11","10.5","18.4","24.4","+6.4","0.0",5,2003
"12","10.0","17.6","23.5","+5.5","0.0",5,2003
"13","14.9","18.3","21.8","+6.0","0.0",5,2003
"14","16.2","20.4","25.2","+7.9","0.0",5,2003
"15","15.1","19.1","23.8","+6.4","0.0",5,2003
"16","8.7","16.0","20.8","+3.1","0.0",5,2003
"17","9.5","11.7","17.8","-1.4","1.8",5,2003
"18","5.6","11.1","16.8","-2.1","0.0",5,2003
"19","4.6","14.4","21.9","+1.0","0.0",5,2003
"20","9.7","17.1","22.5","+3.5","0.0",5,2003
"21","17.0","20.8","25.4","+7.0","0.0",5,2003
"22","11.9","20.4","27.6","+6.5","0.6",5,2003
"23","14.2","19.9","27.8","+5.8","1.8",5,2003
"24","14.5","17.7","22.1","+3.4","0.0",5,2003
"25","11.0","19.4","25.3","+5.0","0.0",5,2003
"26","11.0","18.0","23.2","+3.4","0.0",5,2003
"27","10.0","19.7","26.7","+5.0","0.0",5,2003
"28","15.7","19.1","22.6","+4.2","0.1",5,2003
"29","10.2","13.9","18.2","-1.2","1.1",5,2003
"30","4.6","10.2","15.0","-5.0","0.0",5,2003
"31","8.8","13.9","21.0","-1.5","2.6",5,2003
