"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","0.3","0.9","1.9","-0.5","0.1",11,2002
"2","-0.3","0.6","1.5","-0.6","2.1",11,2002
"3","-1.3","0.4","1.0","-0.5","0.0",11,2002
"4","-3.3","-2.5","-1.2","-3.2","0.0",11,2002
"5","-3.8","-2.8","-1.7","-3.3","0.5",11,2002
"6","-5.7","-2.8","-1.1","-3.0","0.0",11,2002
"7","-1.4","0.0","2.0","0.0","0.0",11,2002
"8","-5.3","-2.3","-0.2","-2.1","2.5",11,2002
"9","-1.3","-0.5","0.5","-0.1","10.6",11,2002
"10","-2.6","-2.1","-1.1","-1.5","0.7",11,2002
"11","-3.6","-2.9","-2.0","-2.1","0.2",11,2002
"12","-7.1","-4.8","-2.8","-3.8","0.7",11,2002
"13","-8.6","-6.4","-3.9","-5.2","1.5",11,2002
"14","-4.6","-0.6","1.2","+0.8","5.9",11,2002
"15","0.7","1.2","3.0","+2.8","0.3",11,2002
"16","0.5","2.7","4.8","+4.5","1.8",11,2002
"17","2.2","3.0","4.6","+4.9","0.0",11,2002
"18","3.2","6.4","8.5","+8.5","0.5",11,2002
"19","2.8","3.4","4.0","+5.7","0.0",11,2002
"20","2.8","4.4","6.2","+6.8","0.0",11,2002
"21","0.2","4.3","7.0","+6.9","1.5",11,2002
"22","-1.2","-0.1","1.6","+2.6","0.3",11,2002
"23","-5.2","-2.9","0.0","0.0","0.0",11,2002
"24","-6.6","-5.6","-4.5","-2.6","0.0",11,2002
"25","-7.0","-6.2","-5.2","-3.0","0.0",11,2002
"26","-5.8","-4.0","-1.6","-0.7","0.0",11,2002
"27","-1.7","1.5","2.3","+4.9","8.7",11,2002
"28","-2.5","1.3","4.4","+4.9","2.6",11,2002
"29","-16.7","-11.8","-2.4","-8.1","0.0",11,2002
"30","-17.7","-16.1","-13.6","-12.3","0.0",11,2002
