"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","7.8","10.7","12.1","+2.2","7.7",10,2011
"2","4.8","5.9","8.0","-2.5","0.5",10,2011
"3","4.6","6.3","9.7","-1.9","0.0",10,2011
"4","6.2","9.0","10.5","+1.0","4.5",10,2011
"5","10.0","12.1","16.0","+4.3","0.0",10,2011
"6","6.6","9.5","13.1","+1.8","0.0",10,2011
"7","9.4","13.8","18.3","+6.3","0.0",10,2011
"8","11.6","16.6","21.0","+9.3","0.0",10,2011
"9","7.9","11.8","17.6","+4.7","0.4",10,2011
"10","6.9","7.9","9.6","+1.0","26.2",10,2011
"11","7.2","8.1","9.6","+1.4","0.6",10,2011
"12","5.3","8.1","11.5","+1.6","5.7",10,2011
"13","3.6","5.9","7.2","-0.5","0.5",10,2011
"14","2.7","4.1","5.7","-2.0","3.7",10,2011
"15","1.5","2.4","3.8","-3.5","0.7",10,2011
"16","-0.5","2.3","5.0","-3.4","0.0",10,2011
"17","2.8","4.7","6.8","-0.8","0.4",10,2011
"18","-1.0","4.2","9.0","-1.1","0.0",10,2011
"19","3.3","4.7","5.4","-0.4","0.3",10,2011
"20","3.7","7.3","11.5","+2.4","0.0",10,2011
"21","5.7","7.1","10.5","+2.5","0.8",10,2011
"22","3.2","5.0","7.5","+0.6","0.0",10,2011
"23","3.9","5.7","8.9","+1.5","7.3",10,2011
"24","1.9","3.1","6.6","-0.8","1.0",10,2011
"25","0.8","2.9","4.5","-0.8","0.0",10,2011
"26","4.4","5.1","6.0","+1.6","0.0",10,2011
"27","2.8","3.8","5.0","+0.6","0.0",10,2011
"28","1.6","2.0","3.0","-1.0","0.4",10,2011
"29","1.3","2.6","4.4","-0.1","0.0",10,2011
"30","3.4","5.7","8.0","+3.2","0.0",10,2011
"31","3.8","7.1","9.5","+4.9","1.8",10,2011
