"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","1.6","5.6","9.3","-4.3","0.0",5,2004
"2","2.4","10.0","15.6","-0.1","0.0",5,2004
"3","2.6","11.3","18.7","+0.9","0.0",5,2004
"4","3.5","13.4","20.9","+2.8","0.0",5,2004
"5","6.2","15.4","22.5","+4.6","0.0",5,2004
"6","11.2","18.2","24.1","+7.2","0.4",5,2004
"7","7.5","16.5","23.7","+5.3","0.0",5,2004
"8","9.0","15.9","21.9","+4.5","0.0",5,2004
"9","11.0","14.7","19.5","+3.1","3.9",5,2004
"10","11.0","14.4","18.7","+2.6","2.2",5,2004
"11","9.3","14.4","18.7","+2.4","0.0",5,2004
"12","6.1","12.4","16.6","+0.3","5.7",5,2004
"13","1.1","2.8","6.3","-9.5","0.1",5,2004
"14","-1.2","3.7","7.6","-8.8","0.0",5,2004
"15","-1.5","6.7","13.6","-6.0","0.0",5,2004
"16","2.4","10.1","17.0","-2.8","0.0",5,2004
"17","6.7","10.9","15.8","-2.2","2.1",5,2004
"18","3.0","7.1","11.8","-6.1","5.2",5,2004
"19","2.5","9.0","13.5","-4.4","0.6",5,2004
"20","5.1","8.4","11.8","-5.2","6.4",5,2004
"21","5.2","7.8","12.5","-6.0","6.5",5,2004
"22","4.7","10.7","15.7","-3.2","0.0",5,2004
"23","1.5","10.7","17.0","-3.4","0.0",5,2004
"24","9.6","11.0","14.6","-3.3","6.7",5,2004
"25","7.4","11.2","15.0","-3.2","5.3",5,2004
"26","8.5","11.7","15.4","-2.9","9.7",5,2004
"27","6.5","12.7","18.5","-2.0","1.0",5,2004
"28","9.8","13.2","17.5","-1.7","0.1",5,2004
"29","6.5","13.7","20.0","-1.4","0.0",5,2004
"30","7.0","14.3","21.6","-0.9","0.4",5,2004
"31","12.1","15.9","19.8","+0.5","1.7",5,2004
