"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","15.9","18.5","21.7","+0.5","1.4",8,2001
"2","13.9","16.0","20.5","-2.0","1.7",8,2001
"3","10.2","14.6","18.4","-3.3","0.0",8,2001
"4","9.2","14.6","19.9","-3.3","0.0",8,2001
"5","8.8","17.6","25.2","-0.2","0.0",8,2001
"6","17.6","18.6","21.6","+0.9","8.0",8,2001
"7","13.0","18.0","23.5","+0.4","0.0",8,2001
"8","11.0","17.7","24.0","+0.2","0.0",8,2001
"9","15.0","20.9","26.3","+3.5","0.0",8,2001
"10","18.1","22.4","27.9","+5.1","0.1",8,2001
"11","17.7","22.0","29.3","+4.8","0.7",8,2001
"12","16.1","18.0","20.6","+0.9","0.2",8,2001
"13","13.4","15.6","19.5","-1.4","17.4",8,2001
"14","11.2","16.1","21.5","-0.8","0.1",8,2001
"15","13.0","17.8","23.0","+1.0","0.0",8,2001
"16","12.9","18.7","24.6","+2.1","0.0",8,2001
"17","13.7","20.7","27.5","+4.2","0.0",8,2001
"18","16.0","22.7","29.7","+6.4","0.0",8,2001
"19","17.5","21.3","25.5","+5.1","0.0",8,2001
"20","14.6","19.8","24.2","+3.8","0.0",8,2001
"21","9.7","17.7","23.7","+1.8","0.0",8,2001
"22","14.5","18.7","23.8","+3.0","8.5",8,2001
"23","13.0","16.2","19.6","+0.7","18.5",8,2001
"24","10.9","13.0","17.3","-2.4","0.0",8,2001
"25","8.5","15.2","21.4","0.0","0.0",8,2001
"26","10.4","14.4","18.3","-0.6","0.0",8,2001
"27","11.2","13.0","16.0","-1.8","0.0",8,2001
"28","5.7","11.2","15.6","-3.4","0.0",8,2001
"29","7.0","12.3","17.1","-2.1","0.0",8,2001
"30","6.8","12.0","16.0","-2.2","0.0",8,2001
"31","8.3","10.6","13.5","-3.4","0.0",8,2001
