"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","9.4","12.7","17.5","+4.2","0.0",10,2016
"2","5.6","11.4","17.5","+3.0","3.0",10,2016
"3","9.8","14.4","19.6","+6.2","0.4",10,2016
"4","9.2","11.4","15.2","+3.4","21.0",10,2016
"5","9.2","11.0","13.1","+3.2","0.1",10,2016
"6","8.1","8.6","9.8","+0.9","0.0",10,2016
"7","7.6","8.2","8.8","+0.7","10.0",10,2016
"8","7.5","8.4","9.7","+1.1","0.9",10,2016
"9","5.7","7.8","9.3","+0.7","0.0",10,2016
"10","1.7","3.5","6.9","-3.4","0.0",10,2016
"11","2.5","4.2","5.1","-2.5","0.0",10,2016
"12","2.9","3.5","4.6","-3.0","0.0",10,2016
"13","0.9","1.6","2.9","-4.8","0.0",10,2016
"14","1.5","3.2","4.9","-2.9","0.0",10,2016
"15","3.3","3.9","4.8","-2.0","2.3",10,2016
"16","1.9","3.2","5.2","-2.5","0.0",10,2016
"17","2.0","3.3","4.8","-2.2","0.0",10,2016
"18","2.8","3.6","4.6","-1.7","0.0",10,2016
"19","1.8","2.2","2.8","-2.9","0.0",10,2016
"20","0.9","1.7","2.2","-3.2","0.0",10,2016
"21","0.8","1.5","2.4","-3.1","0.1",10,2016
"22","1.0","2.0","2.9","-2.4","0.0",10,2016
"23","1.1","3.3","6.0","-0.9","0.0",10,2016
"24","-2.6","1.0","4.1","-2.9","0.0",10,2016
"25","-0.5","1.2","3.5","-2.5","0.0",10,2016
"26","-0.2","1.3","2.8","-2.2","0.0",10,2016
"27","-1.2","0.3","2.7","-2.9","1.9",10,2016
"28","0.3","1.2","1.9","-1.8","0.0",10,2016
"29","-0.7","0.2","1.3","-2.5","4.0",10,2016
"30","-1.2","-0.8","-0.1","-3.3","4.0",10,2016
"31","-2.6","-1.6","-0.7","-3.8","2.5",10,2016
