"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","11.3","13.8","17.4","-0.4","0.0",9,2015
"2","11.7","14.1","17.5","+0.1","0.3",9,2015
"3","10.9","13.5","15.6","-0.3","0.5",9,2015
"4","12.6","13.7","18.1","+0.2","14.5",9,2015
"5","11.7","13.7","17.0","+0.4","16.0",9,2015
"6","10.2","13.7","18.3","+0.6","8.0",9,2015
"7","11.7","13.4","15.0","+0.5","25.0",9,2015
"8","9.7","11.3","13.3","-1.4","0.5",9,2015
"9","10.5","12.2","15.4","-0.3","6.0",9,2015
"10","9.0","10.7","12.2","-1.6","4.0",9,2015
"11","9.7","12.1","15.3","0.0","0.5",9,2015
"12","10.3","12.1","14.8","+0.2","0.0",9,2015
"13","5.7","10.1","14.3","-1.6","0.0",9,2015
"14","3.5","9.7","17.2","-1.8","0.0",9,2015
"15","4.5","10.4","18.1","-0.9","0.0",9,2015
"16","6.2","12.5","19.8","+1.4","0.0",9,2015
"17","10.3","15.5","21.1","+4.6","0.0",9,2015
"18","12.7","19.9","25.8","+9.1","0.3",9,2015
"19","14.8","18.4","22.4","+7.8","0.0",9,2015
"20","8.9","15.2","20.8","+4.8","0.0",9,2015
"21","13.1","18.5","25.0","+8.3","6.0",9,2015
"22","9.6","14.6","18.2","+4.6","0.0",9,2015
"23","6.8","13.9","21.7","+4.0","0.0",9,2015
"24","11.4","17.1","26.3","+7.4","0.0",9,2015
"25","11.7","18.0","27.9","+8.5","0.0",9,2015
"26","9.8","17.6","26.3","+8.3","0.0",9,2015
"27","11.0","18.4","25.1","+9.2","0.0",9,2015
"28","10.2","14.2","19.7","+5.2","6.0",9,2015
"29","4.8","7.4","10.2","-1.4","0.0",9,2015
"30","7.4","9.2","12.0","+0.5","0.0",9,2015
