"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","10.8","13.5","16.8","-2.0","4.1",6,2017
"2","5.0","7.5","10.8","-8.1","3.0",6,2017
"3","3.2","6.1","10.8","-9.6","0.9",6,2017
"4","5.2","9.0","15.2","-6.8","0.0",6,2017
"5","4.5","10.3","14.3","-5.6","15.0",6,2017
"6","11.2","12.9","14.9","-3.1","0.3",6,2017
"7","7.3","15.2","21.7","-0.9","0.0",6,2017
"8","10.3","17.4","23.7","+1.2","0.0",6,2017
"9","10.7","15.9","19.8","-0.4","0.0",6,2017
"10","11.6","16.3","21.1","-0.1","0.0",6,2017
"11","12.2","16.6","21.0","+0.1","0.0",6,2017
"12","11.1","17.5","23.0","+0.9","0.3",6,2017
"13","13.3","14.9","16.7","-1.8","10.0",6,2017
"14","10.7","13.7","18.6","-3.1","0.3",6,2017
"15","7.9","9.4","10.9","-7.6","6.0",6,2017
"16","10.3","12.2","15.7","-4.9","6.0",6,2017
"17","9.2","15.6","21.2","-1.6","0.0",6,2017
"18","11.7","19.1","25.5","+1.8","0.0",6,2017
"19","14.1","16.4","20.2","-1.0","7.0",6,2017
"20","12.3","18.0","23.0","+0.5","0.0",6,2017
"21","12.4","14.2","20.6","-3.4","4.5",6,2017
"22","8.6","11.7","16.7","-6.0","5.0",6,2017
"23","8.1","11.9","16.9","-5.9","3.0",6,2017
"24","7.9","14.2","19.3","-3.7","0.0",6,2017
"25","8.1","14.3","21.1","-3.7","1.7",6,2017
"26","15.0","18.7","24.1","+0.6","7.0",6,2017
"27","12.7","17.3","20.9","-0.9","0.3",6,2017
"28","10.1","16.6","22.0","-1.7","0.1",6,2017
"29","9.5","17.5","23.7","-0.9","0.0",6,2017
"30","15.8","19.6","26.7","+1.1","65.0",6,2017
