"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","6.5","8.3","11.2","-5.4","0.9",9,2008
"2","5.2","10.0","14.8","-3.5","0.0",9,2008
"3","11.3","15.4","20.7","+2.1","1.5",9,2008
"4","9.9","17.7","24.7","+4.6","0.1",9,2008
"5","15.8","20.8","27.1","+7.9","0.0",9,2008
"6","16.9","20.1","24.9","+7.4","0.4",9,2008
"7","16.0","21.5","28.2","+9.1","0.0",9,2008
"8","19.0","22.5","27.4","+10.3","0.0",9,2008
"9","11.8","16.7","21.3","+4.7","23.2",9,2008
"10","7.1","9.3","11.9","-2.5","10.9",9,2008
"11","6.3","6.8","7.3","-4.8","9.7",9,2008
"12","5.9","6.7","7.9","-4.7","16.0",9,2008
"13","6.0","9.5","13.9","-1.7","2.7",9,2008
"14","6.2","8.3","11.7","-2.7","0.0",9,2008
"15","6.0","7.1","8.2","-3.7","0.2",9,2008
"16","5.8","6.6","7.7","-4.0","0.0",9,2008
"17","4.8","6.6","8.9","-3.8","0.0",9,2008
"18","6.1","7.5","9.0","-2.8","0.0",9,2008
"19","6.1","8.9","12.2","-1.2","0.0",9,2008
"20","3.4","9.0","13.7","-0.9","0.0",9,2008
"21","7.3","12.1","17.3","+2.4","0.0",9,2008
"22","3.7","8.8","12.5","-0.7","0.0",9,2008
"23","2.8","8.7","14.7","-0.6","0.0",9,2008
"24","3.0","8.6","14.6","-0.5","0.0",9,2008
"25","2.0","8.4","13.9","-0.6","0.0",9,2008
"26","3.7","8.5","10.9","-0.3","0.0",9,2008
"27","0.9","5.5","10.5","-3.1","4.0",9,2008
"28","3.9","8.9","13.0","+0.5","0.0",9,2008
"29","7.1","9.9","12.7","+1.6","0.0",9,2008
"30","5.7","8.4","12.2","+0.3","0.0",9,2008
