"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","11.6","16.0","21.8","+6.1","0.0",5,2002
"2","7.5","15.3","22.7","+5.2","0.0",5,2002
"3","5.9","15.7","23.1","+5.3","0.0",5,2002
"4","7.0","16.5","24.4","+5.9","0.0",5,2002
"5","6.9","16.5","25.0","+5.7","0.0",5,2002
"6","7.6","15.6","23.8","+4.6","0.0",5,2002
"7","8.2","12.1","15.5","+0.9","0.0",5,2002
"8","3.0","12.2","18.9","+0.8","0.0",5,2002
"9","9.5","15.6","24.1","+4.0","1.8",5,2002
"10","10.9","14.1","17.5","+2.3","0.0",5,2002
"11","4.0","8.3","11.5","-3.7","0.0",5,2002
"12","-0.4","9.0","15.8","-3.1","0.0",5,2002
"13","7.4","14.4","21.5","+2.1","0.0",5,2002
"14","8.0","13.9","19.3","+1.4","0.0",5,2002
"15","9.6","16.3","22.4","+3.6","0.0",5,2002
"16","13.1","17.2","24.2","+4.3","4.0",5,2002
"17","9.6","12.0","15.7","-1.1","3.1",5,2002
"18","7.7","10.5","14.9","-2.7","0.0",5,2002
"19","1.9","5.0","8.1","-8.4","5.3",5,2002
"20","0.9","2.5","3.8","-11.1","0.3",5,2002
"21","1.4","7.0","13.7","-6.8","0.0",5,2002
"22","7.0","12.4","18.4","-1.5","0.0",5,2002
"23","3.3","10.0","15.2","-4.1","0.0",5,2002
"24","7.8","11.8","17.9","-2.5","2.9",5,2002
"25","5.2","9.7","15.1","-4.7","0.4",5,2002
"26","4.5","11.2","17.0","-3.4","0.0",5,2002
"27","5.7","13.0","18.5","-1.7","0.0",5,2002
"28","6.1","12.8","17.5","-2.1","0.0",5,2002
"29","6.3","14.6","21.0","-0.5","0.0",5,2002
"30","7.8","15.6","21.0","+0.4","0.0",5,2002
"31","12.0","17.9","22.6","+2.5","0.0",5,2002
