"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-8.7","-6.6","-4.6","-2.7","1.8",12,2001
"2","-8.8","-7.5","-5.1","-3.5","0.0",12,2001
"3","-13.4","-9.4","-5.2","-5.3","0.0",12,2001
"4","-10.9","-8.0","-6.5","-3.8","2.3",12,2001
"5","-12.4","-11.0","-9.0","-6.7","0.0",12,2001
"6","-15.7","-14.0","-12.2","-9.6","0.0",12,2001
"7","-17.1","-14.5","-11.0","-9.9","0.0",12,2001
"8","-15.3","-12.0","-8.2","-7.3","0.0",12,2001
"9","-13.4","-12.3","-11.2","-7.5","0.4",12,2001
"10","-13.1","-11.3","-10.0","-6.4","0.9",12,2001
"11","-15.1","-13.3","-10.3","-8.3","2.3",12,2001
"12","-15.9","-14.8","-13.2","-9.7","0.7",12,2001
"13","-18.9","-15.6","-13.4","-10.4","0.0",12,2001
"14","-14.5","-12.1","-10.4","-6.8","5.4",12,2001
"15","-14.2","-12.0","-10.4","-6.7","2.0",12,2001
"16","-16.8","-15.8","-14.0","-10.4","0.0",12,2001
"17","-18.9","-14.2","-8.9","-8.7","1.8",12,2001
"18","-12.7","-10.3","-7.0","-4.7","0.2",12,2001
"19","-19.4","-14.5","-9.9","-8.8","0.2",12,2001
"20","-10.2","-6.8","-3.6","-1.0","6.1",12,2001
"21","-14.8","-11.3","-6.5","-5.4","0.3",12,2001
"22","-14.8","-8.6","-4.5","-2.6","3.0",12,2001
"23","-14.1","-10.4","-4.0","-4.3","0.2",12,2001
"24","-16.3","-14.0","-11.6","-7.8","5.0",12,2001
"25","-18.1","-16.1","-13.9","-9.9","1.0",12,2001
"26","-16.6","-8.5","-5.9","-2.2","5.6",12,2001
"27","-6.8","-5.1","-3.2","+1.3","0.0",12,2001
"28","-5.1","-4.4","-3.5","+2.1","1.7",12,2001
"29","-5.0","-3.5","-2.4","+3.1","1.9",12,2001
"30","-6.7","-4.5","-1.0","+2.2","2.6",12,2001
"31","-9.4","-5.6","-2.0","+1.1","8.5",12,2001
