"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","16.6","19.5","23.9","+0.6","0.4",8,2011
"2","12.2","14.3","18.5","-4.5","1.9",8,2011
"3","11.1","15.2","20.0","-3.5","3.7",8,2011
"4","12.5","17.1","21.7","-1.5","0.0",8,2011
"5","10.1","17.0","22.3","-1.5","0.0",8,2011
"6","12.3","19.3","25.9","+0.9","0.0",8,2011
"7","13.3","19.5","24.9","+1.2","0.0",8,2011
"8","14.5","21.9","28.2","+3.7","0.0",8,2011
"9","20.4","23.5","28.9","+5.4","0.0",8,2011
"10","15.0","16.2","22.0","-1.8","11.4",8,2011
"11","13.9","14.6","15.4","-3.3","6.2",8,2011
"12","12.0","17.4","23.5","-0.3","0.0",8,2011
"13","12.2","20.1","28.5","+2.5","0.0",8,2011
"14","16.1","24.0","31.3","+6.5","0.0",8,2011
"15","18.2","25.0","31.8","+7.7","0.0",8,2011
"16","19.8","25.6","31.6","+8.4","0.0",8,2011
"17","19.0","23.1","28.9","+6.1","1.6",8,2011
"18","16.2","20.9","28.4","+4.0","0.6",8,2011
"19","15.0","18.3","23.7","+1.6","0.4",8,2011
"20","14.0","16.7","21.5","+0.1","6.5",8,2011
"21","14.5","15.7","17.2","-0.7","28.5",8,2011
"22","12.0","15.9","20.8","-0.3","0.0",8,2011
"23","7.6","15.1","22.1","-0.9","0.0",8,2011
"24","8.2","15.0","21.3","-0.8","0.0",8,2011
"25","7.3","15.0","22.6","-0.7","0.0",8,2011
"26","9.8","16.2","22.5","+0.7","0.3",8,2011
"27","13.5","18.6","25.0","+3.3","0.0",8,2011
"28","12.3","19.0","25.9","+3.9","0.0",8,2011
"29","11.3","19.6","26.7","+4.7","0.0",8,2011
"30","16.8","21.2","27.4","+6.6","0.0",8,2011
"31","12.9","19.1","24.4","+4.7","0.0",8,2011
