"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-7.5","-2.6","0.6","+3.4","1.2",1,2015
"2","0.5","1.2","1.9","+7.2","2.9",1,2015
"3","0.8","1.9","2.6","+8.0","3.6",1,2015
"4","-0.7","0.7","1.9","+6.8","5.0",1,2015
"5","-15.3","-8.2","-0.7","-2.1","2.0",1,2015
"6","-19.9","-18.4","-15.3","-12.3","0.3",1,2015
"7","-20.4","-18.3","-16.1","-12.1","0.0",1,2015
"8","-17.6","-13.0","-9.2","-6.8","1.0",1,2015
"9","-10.0","-8.1","-6.8","-1.9","6.5",1,2015
"10","-9.8","-5.2","-2.3","+1.0","4.0",1,2015
"11","-2.9","-1.0","1.1","+5.3","4.0",1,2015
"12","-2.3","0.4","1.4","+6.7","3.0",1,2015
"13","-5.4","-1.6","2.5","+4.7","5.6",1,2015
"14","1.0","2.3","3.4","+8.7","2.7",1,2015
"15","0.8","2.1","3.1","+8.5","0.5",1,2015
"16","-2.2","0.0","1.1","+6.4","0.0",1,2015
"17","-0.4","0.2","0.5","+6.7","0.0",1,2015
"18","-0.6","0.5","1.4","+7.0","0.0",1,2015
"19","-2.4","-0.1","1.6","+6.5","0.0",1,2015
"20","-9.5","-2.9","0.6","+3.7","0.0",1,2015
"21","-15.7","-12.8","-9.5","-6.1","0.0",1,2015
"22","-17.7","-13.0","-8.6","-6.3","0.0",1,2015
"23","-9.3","-6.0","-3.8","+0.7","3.0",1,2015
"24","-4.1","-1.6","-0.1","+5.2","13.0",1,2015
"25","-11.2","-5.9","-0.8","+0.9","0.0",1,2015
"26","-12.9","-10.2","-8.0","-3.3","0.3",1,2015
"27","-9.7","-7.2","-5.6","-0.2","0.4",1,2015
"28","-6.0","-4.5","-2.7","+2.5","0.3",1,2015
"29","-3.7","-2.4","-1.6","+4.7","0.2",1,2015
"30","-3.7","-1.9","-0.6","+5.2","1.0",1,2015
"31","-4.5","-1.2","2.0","+6.0","2.8",1,2015
