"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-0.1","1.1","2.5","+5.8","5.9",3,2004
"2","-1.2","0.4","2.2","+4.9","0.6",3,2004
"3","-4.2","-2.1","-0.6","+2.2","0.7",3,2004
"4","-7.5","-3.8","-1.4","+0.3","2.6",3,2004
"5","-11.7","-9.3","-7.0","-5.4","0.8",3,2004
"6","-10.1","-7.2","-4.3","-3.5","1.9",3,2004
"7","-9.6","-5.6","-1.0","-2.1","0.0",3,2004
"8","-6.6","-1.9","3.2","+1.4","0.0",3,2004
"9","-6.0","-1.6","2.3","+1.5","0.0",3,2004
"10","-4.4","-1.1","1.0","+1.8","0.0",3,2004
"11","-9.0","-2.4","4.0","+0.2","0.0",3,2004
"12","-0.5","2.2","6.0","+4.6","0.0",3,2004
"13","1.3","3.5","8.0","+5.7","0.0",3,2004
"14","-3.1","1.9","6.0","+3.9","0.0",3,2004
"15","-4.0","1.5","5.5","+3.2","0.0",3,2004
"16","1.4","2.4","3.8","+3.9","0.0",3,2004
"17","1.7","2.4","3.8","+3.7","0.9",3,2004
"18","1.2","2.6","5.7","+3.6","1.4",3,2004
"19","1.8","2.6","4.0","+3.4","0.3",3,2004
"20","1.3","2.2","3.5","+2.7","0.0",3,2004
"21","0.6","2.1","5.7","+2.4","11.0",3,2004
"22","0.6","3.2","4.3","+3.2","1.5",3,2004
"23","0.8","4.5","8.9","+4.3","0.0",3,2004
"24","1.4","6.8","12.7","+6.3","0.3",3,2004
"25","6.1","8.5","12.1","+7.8","0.0",3,2004
"26","3.8","6.7","10.7","+5.7","1.0",3,2004
"27","5.3","6.3","7.4","+5.1","0.0",3,2004
"28","3.5","5.1","7.3","+3.6","0.0",3,2004
"29","1.0","3.3","7.1","+1.5","0.0",3,2004
"30","-1.5","4.4","10.6","+2.4","0.0",3,2004
"31","0.6","3.0","6.0","+0.7","1.4",3,2004
