"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-1.8","1.0","3.5","-1.6","0.0",4,2003
"2","-5.7","-4.4","-1.7","-7.3","7.4",4,2003
"3","-6.4","-0.7","3.6","-3.8","0.0",4,2003
"4","1.0","3.0","5.2","-0.4","4.4",4,2003
"5","-0.3","2.0","5.0","-1.7","2.4",4,2003
"6","0.3","1.5","3.3","-2.5","2.3",4,2003
"7","0.7","1.5","2.7","-2.7","7.5",4,2003
"8","0.7","2.7","5.0","-1.8","4.7",4,2003
"9","3.7","5.3","7.7","+0.6","0.1",4,2003
"10","0.1","1.4","5.1","-3.6","3.2",4,2003
"11","-4.0","0.0","3.7","-5.3","1.3",4,2003
"12","0.5","4.1","10.0","-1.4","1.0",4,2003
"13","4.0","5.9","8.6","+0.1","0.8",4,2003
"14","2.3","6.8","11.5","+0.8","0.0",4,2003
"15","0.5","6.5","10.8","+0.2","0.0",4,2003
"16","4.3","6.4","9.0","-0.1","0.0",4,2003
"17","5.0","8.9","13.8","+2.2","0.0",4,2003
"18","2.3","8.8","13.8","+1.8","0.0",4,2003
"19","-0.3","8.1","14.9","+0.9","0.0",4,2003
"20","4.0","9.8","15.3","+2.3","0.0",4,2003
"21","5.0","10.3","16.2","+2.6","0.0",4,2003
"22","3.5","11.6","18.4","+3.7","0.0",4,2003
"23","3.6","11.5","18.4","+3.3","0.0",4,2003
"24","4.6","11.2","17.0","+2.8","2.5",4,2003
"25","-1.1","0.9","4.8","-7.7","0.5",4,2003
"26","-4.4","-1.4","1.5","-10.2","0.0",4,2003
"27","-4.2","-0.3","4.0","-9.4","0.0",4,2003
"28","-3.0","1.1","6.5","-8.2","3.0",4,2003
"29","1.5","5.6","12.0","-3.9","1.5",4,2003
"30","7.7","11.1","14.5","+1.4","3.8",4,2003
