"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","13.3","17.1","20.6","+1.6","0.0",6,2015
"2","13.2","18.0","23.3","+2.4","0.0",6,2015
"3","11.1","20.7","28.4","+5.0","0.0",6,2015
"4","16.7","20.1","22.9","+4.3","0.0",6,2015
"5","9.9","13.7","16.7","-2.2","0.4",6,2015
"6","8.1","14.8","20.5","-1.2","0.0",6,2015
"7","9.2","18.8","26.7","+2.7","0.0",6,2015
"8","17.7","20.2","23.3","+4.0","0.0",6,2015
"9","11.2","16.5","20.3","+0.2","0.0",6,2015
"10","8.8","15.0","19.3","-1.4","0.0",6,2015
"11","8.6","15.4","19.9","-1.1","0.0",6,2015
"12","12.2","16.2","20.2","-0.4","0.0",6,2015
"13","9.2","18.7","25.6","+2.0","0.0",6,2015
"14","18.6","23.7","28.6","+6.9","0.0",6,2015
"15","19.1","22.7","28.4","+5.7","8.0",6,2015
"16","14.1","16.1","19.3","-1.0","11.0",6,2015
"17","8.1","15.1","20.1","-2.1","0.0",6,2015
"18","7.8","14.6","20.1","-2.7","0.0",6,2015
"19","9.7","16.1","21.1","-1.3","0.0",6,2015
"20","15.9","18.5","22.3","+1.0","32.0",6,2015
"21","16.2","17.9","20.3","+0.3","9.0",6,2015
"22","14.3","20.2","25.2","+2.5","0.0",6,2015
"23","16.2","19.9","24.2","+2.1","0.0",6,2015
"24","12.2","20.1","26.9","+2.2","0.0",6,2015
"25","15.6","19.6","24.6","+1.6","2.0",6,2015
"26","15.1","20.3","24.5","+2.2","0.0",6,2015
"27","16.8","18.8","22.4","+0.6","28.0",6,2015
"28","13.8","14.9","16.8","-3.4","3.0",6,2015
"29","12.9","17.7","22.3","-0.7","0.0",6,2015
"30","12.2","17.1","22.3","-1.4","0.6",6,2015
