"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-18.5","-13.3","-8.0","-8.6","0.0",3,2018
"2","-14.9","-11.4","-8.4","-7.0","0.0",3,2018
"3","-14.1","-9.7","-6.3","-5.5","0.0",3,2018
"4","-9.9","-9.2","-8.1","-5.2","12.0",3,2018
"5","-10.4","-9.0","-6.1","-5.3","1.0",3,2018
"6","-16.9","-10.9","-6.3","-7.4","0.0",3,2018
"7","-10.1","-7.3","-4.0","-4.1","0.0",3,2018
"8","-10.5","-6.2","-1.0","-3.2","0.0",3,2018
"9","-13.8","-6.8","-0.2","-4.0","0.0",3,2018
"10","-8.1","-6.0","-4.7","-3.5","2.0",3,2018
"11","-7.4","-4.9","-2.4","-2.6","0.0",3,2018
"12","-5.3","-3.7","-1.6","-1.7","0.5",3,2018
"13","-4.1","-0.5","3.7","+1.3","0.5",3,2018
"14","-4.6","-1.7","1.0","-0.2","0.4",3,2018
"15","-4.9","-3.1","-0.6","-1.8","6.0",3,2018
"16","-11.4","-8.8","-4.9","-7.8","0.2",3,2018
"17","-18.6","-12.4","-7.9","-11.6","0.0",3,2018
"18","-19.7","-11.0","-3.8","-10.5","0.0",3,2018
"19","-10.6","-4.4","2.4","-4.1","0.0",3,2018
"20","-7.5","-1.3","5.4","-1.3","0.0",3,2018
"21","-3.8","-0.6","1.9","-0.8","0.2",3,2018
"22","-4.3","-1.7","0.6","-2.2","0.0",3,2018
"23","-2.9","-0.1","3.4","-0.8","2.3",3,2018
"24","-4.9","-1.3","1.4","-2.3","0.1",3,2018
"25","-8.0","-0.3","6.3","-1.5","0.0",3,2018
"26","1.6","3.8","6.5","+2.3","0.0",3,2018
"27","-4.1","-1.8","4.6","-3.6","4.0",3,2018
"28","-12.4","-6.0","-1.6","-8.0","0.0",3,2018
"29","-12.6","-4.8","1.9","-7.1","0.0",3,2018
"30","-9.1","-2.7","3.3","-5.2","0.0",3,2018
"31","-4.1","-0.7","2.9","-3.5","1.0",3,2018
