"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-25.8","-22.6","-15.4","-15.8","0.8",1,2003
"2","-15.4","-10.6","-8.5","-3.7","3.1",1,2003
"3","-9.9","-6.9","-4.6","+0.1","10.0",1,2003
"4","-10.9","-6.1","-4.0","+0.9","4.0",1,2003
"5","-13.4","-11.6","-10.1","-4.5","2.4",1,2003
"6","-23.7","-21.1","-13.4","-13.9","0.5",1,2003
"7","-26.0","-24.6","-23.2","-17.4","0.0",1,2003
"8","-27.7","-22.6","-18.3","-15.3","0.4",1,2003
"9","-18.7","-13.3","-6.3","-6.0","0.0",1,2003
"10","-19.7","-8.8","-4.1","-1.4","1.0",1,2003
"11","-26.9","-24.2","-19.6","-16.8","0.0",1,2003
"12","-25.9","-18.4","-11.4","-10.9","1.2",1,2003
"13","-11.4","-7.2","-2.7","+0.3","0.2",1,2003
"14","-15.6","-8.7","-1.8","-1.1","0.4",1,2003
"15","-11.1","-3.4","1.1","+4.2","4.6",1,2003
"16","-3.8","0.0","2.9","+7.6","1.6",1,2003
"17","-2.0","0.4","2.3","+8.0","2.2",1,2003
"18","-2.0","1.0","2.9","+8.7","0.0",1,2003
"19","-0.7","-0.1","0.7","+7.6","0.0",1,2003
"20","-0.8","0.3","1.2","+8.0","0.0",1,2003
"21","-2.1","-1.3","0.5","+6.4","0.0",1,2003
"22","-5.4","-2.0","0.2","+5.8","0.0",1,2003
"23","-5.3","-3.7","-0.8","+4.1","0.0",1,2003
"24","-5.7","-4.6","-3.3","+3.2","2.2",1,2003
"25","-6.3","-4.0","-1.8","+3.8","0.0",1,2003
"26","-1.9","-0.3","0.8","+7.5","0.2",1,2003
"27","-1.3","-0.4","0.7","+7.4","0.1",1,2003
"28","-0.8","-0.3","0.3","+7.5","1.5",1,2003
"29","-1.6","-0.6","0.6","+7.2","5.6",1,2003
"30","-1.1","0.3","1.4","+8.1","0.3",1,2003
"31","-5.9","-2.5","-0.8","+5.3","2.3",1,2003
