"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","6.1","14.1","21.4","+4.2","0.0",5,2001
"2","9.4","15.2","23.0","+5.1","2.2",5,2001
"3","6.6","9.8","13.8","-0.6","1.2",5,2001
"4","3.0","12.0","20.2","+1.4","0.0",5,2001
"5","6.5","15.1","22.8","+4.3","0.0",5,2001
"6","7.6","16.3","23.6","+5.3","0.0",5,2001
"7","9.7","13.1","17.2","+1.9","0.0",5,2001
"8","5.0","8.9","12.6","-2.5","0.0",5,2001
"9","5.0","11.3","17.0","-0.3","0.0",5,2001
"10","5.2","13.9","21.2","+2.1","0.0",5,2001
"11","8.3","10.0","14.0","-2.0","15.8",5,2001
"12","4.9","6.2","8.4","-5.9","8.9",5,2001
"13","3.8","5.0","6.2","-7.3","3.6",5,2001
"14","2.9","6.6","11.8","-5.9","4.0",5,2001
"15","4.9","10.5","15.7","-2.2","0.7",5,2001
"16","7.5","12.7","19.0","-0.2","6.2",5,2001
"17","8.0","14.8","24.0","+1.7","5.7",5,2001
"18","12.6","17.9","25.1","+4.7","6.7",5,2001
"19","13.8","19.3","23.7","+5.9","1.2",5,2001
"20","10.3","12.4","17.5","-1.2","3.9",5,2001
"21","5.9","9.7","14.0","-4.1","4.9",5,2001
"22","3.5","9.1","13.3","-4.8","0.0",5,2001
"23","3.7","6.2","9.8","-7.9","2.6",5,2001
"24","3.2","10.1","16.2","-4.2","0.0",5,2001
"25","7.7","11.1","14.3","-3.3","0.0",5,2001
"26","3.2","6.5","10.7","-8.1","0.8",5,2001
"27","3.3","8.4","13.0","-6.3","0.0",5,2001
"28","10.0","12.8","16.8","-2.1","0.6",5,2001
"29","6.6","11.3","16.5","-3.8","3.7",5,2001
"30","7.6","9.1","11.0","-6.1","30.9",5,2001
"31","8.9","9.4","10.1","-6.0","8.0",5,2001
