"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-2.5","-0.3","1.1","+6.5","0.0",1,2005
"2","-3.9","-2.0","-0.2","+4.9","0.0",1,2005
"3","-1.6","-0.2","0.8","+6.8","3.8",1,2005
"4","-1.5","-0.1","0.6","+6.9","1.6",1,2005
"5","-2.0","-1.2","-0.3","+5.9","4.0",1,2005
"6","-3.2","-0.5","1.0","+6.7","2.4",1,2005
"7","-3.2","-0.5","1.6","+6.7","1.3",1,2005
"8","0.7","3.1","5.1","+10.4","7.4",1,2005
"9","3.5","4.4","5.2","+11.7","0.6",1,2005
"10","-1.1","0.6","3.6","+8.0","5.0",1,2005
"11","-1.6","1.4","4.5","+8.8","4.5",1,2005
"12","0.7","2.7","4.4","+10.2","0.0",1,2005
"13","-0.2","2.3","3.7","+9.8","1.2",1,2005
"14","1.5","2.4","3.7","+10.0","0.0",1,2005
"15","-0.3","0.8","2.1","+8.4","1.0",1,2005
"16","-5.5","-4.0","-0.2","+3.6","0.0",1,2005
"17","-5.1","-2.8","-0.6","+4.8","1.3",1,2005
"18","-4.3","-3.0","-1.3","+4.7","0.0",1,2005
"19","-6.4","-4.0","-1.2","+3.7","0.0",1,2005
"20","-5.0","-4.4","-3.5","+3.3","0.0",1,2005
"21","-3.9","-1.4","1.0","+6.3","8.9",1,2005
"22","0.5","1.4","2.4","+9.2","11.5",1,2005
"23","-1.9","-0.1","1.0","+7.7","2.2",1,2005
"24","-5.5","-4.9","-1.8","+2.9","1.5",1,2005
"25","-10.7","-8.3","-5.5","-0.5","6.2",1,2005
"26","-15.1","-12.2","-10.4","-4.4","2.7",1,2005
"27","-17.8","-15.6","-11.2","-7.8","5.7",1,2005
"28","-11.2","-10.2","-9.2","-2.4","13.7",1,2005
"29","-13.4","-12.6","-10.7","-4.8","4.4",1,2005
"30","-13.8","-11.5","-9.9","-3.7","5.2",1,2005
"31","-16.1","-12.3","-9.3","-4.5","1.4",1,2005
