"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","4.3","8.6","12.3","+0.1","0.0",10,2015
"2","9.2","11.5","15.3","+3.1","4.0",10,2015
"3","10.3","13.0","15.6","+4.8","0.0",10,2015
"4","2.2","8.7","15.1","+0.7","0.0",10,2015
"5","7.2","12.5","17.8","+4.7","0.0",10,2015
"6","3.1","6.8","12.7","-0.9","0.0",10,2015
"7","-1.4","0.9","3.1","-6.6","0.3",10,2015
"8","0.2","1.2","3.1","-6.1","3.0",10,2015
"9","-1.2","-0.2","1.3","-7.3","4.0",10,2015
"10","-1.2","2.0","4.4","-4.9","0.6",10,2015
"11","1.2","2.4","4.5","-4.3","0.9",10,2015
"12","2.7","4.5","7.9","-2.0","0.0",10,2015
"13","2.1","4.0","6.6","-2.4","0.0",10,2015
"14","-1.7","3.4","7.3","-2.7","0.0",10,2015
"15","4.5","5.5","7.3","-0.4","0.0",10,2015
"16","1.3","5.0","9.1","-0.7","0.0",10,2015
"17","-0.1","5.1","9.1","-0.4","0.0",10,2015
"18","5.1","7.3","9.4","+2.0","0.0",10,2015
"19","4.0","5.9","8.0","+0.8","1.5",10,2015
"20","-3.4","0.7","4.0","-4.2","0.0",10,2015
"21","-6.0","-1.3","3.2","-5.9","0.0",10,2015
"22","-2.5","1.7","5.7","-2.7","0.0",10,2015
"23","1.0","2.4","3.9","-1.8","0.0",10,2015
"24","2.2","4.4","6.0","+0.5","0.0",10,2015
"25","5.2","5.8","7.6","+2.1","0.0",10,2015
"26","4.4","5.6","7.5","+2.1","4.0",10,2015
"27","4.2","5.2","6.9","+2.0","0.2",10,2015
"28","-0.3","1.9","5.1","-1.1","2.3",10,2015
"29","-2.7","0.7","2.5","-2.0","0.0",10,2015
"30","0.3","1.4","2.9","-1.1","0.0",10,2015
"31","-3.6","-0.5","2.2","-2.7","0.0",10,2015
