"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-6.3","-0.6","0.9","+3.3","1.7",12,2013
"2","-5.1","-0.8","1.1","+3.2","5.0",12,2013
"3","-10.6","-6.4","-2.7","-2.3","0.7",12,2013
"4","-2.7","0.6","1.6","+4.8","1.7",12,2013
"5","-4.1","-0.8","0.8","+3.5","6.0",12,2013
"6","-4.9","-2.0","0.3","+2.4","1.0",12,2013
"7","-2.3","-1.7","-0.5","+2.9","5.0",12,2013
"8","-4.3","-2.9","-1.9","+1.8","5.0",12,2013
"9","-9.3","-6.5","-3.9","-1.7","1.4",12,2013
"10","-12.7","-11.1","-9.3","-6.3","0.2",12,2013
"11","-16.8","-11.8","-7.1","-6.9","0.0",12,2013
"12","-7.3","-3.9","-0.4","+1.1","5.3",12,2013
"13","-0.4","1.0","2.2","+6.1","1.0",12,2013
"14","-5.3","-3.4","1.1","+1.8","0.1",12,2013
"15","-9.8","-7.3","-5.3","-2.0","0.0",12,2013
"16","-12.6","-8.3","-3.9","-3.0","0.5",12,2013
"17","-3.9","-0.2","2.1","+5.2","2.5",12,2013
"18","0.8","1.7","2.5","+7.2","2.0",12,2013
"19","-1.2","0.6","1.4","+6.1","0.0",12,2013
"20","-2.1","-1.7","-1.2","+3.9","0.0",12,2013
"21","-2.0","-1.4","-0.2","+4.3","9.0",12,2013
"22","-0.2","1.0","1.7","+6.7","1.3",12,2013
"23","0.7","1.6","2.2","+7.4","2.0",12,2013
"24","1.0","2.1","3.0","+7.9","4.0",12,2013
"25","0.6","2.1","4.0","+7.9","0.0",12,2013
"26","-0.9","0.8","2.4","+6.7","0.0",12,2013
"27","-1.2","-0.3","0.5","+5.6","0.0",12,2013
"28","-1.8","0.0","1.5","+5.9","0.0",12,2013
"29","0.6","1.7","3.5","+7.7","0.0",12,2013
"30","0.8","2.0","3.1","+8.0","0.0",12,2013
"31","1.7","2.4","3.0","+8.4","0.0",12,2013
